objectid,incident_num,incident_date,district,ballistics_evidence,hour_of_day,day_of_week,year,quarter,month,neighborhood
12579,I182025202,2018-04-05,B3,0,20,4,2018,2,4,Mattapan
12580,192101925,2019-12-19,C11,1,2,5,2019,4,12,Dorchester
12581,I182025534,2018-04-06,C11,0,1,6,2018,2,4,Dorchester
12582,192101926,2019-12-19,B3,1,3,5,2019,4,12,Dorchester
12583,I182025506,2018-04-06,C6,0,21,5,2018,2,4,South Boston
12584,192101900,2019-12-19,B2,1,22,4,2019,4,12,Dorchester
12585,P180167229,2018-04-07,B3,0,16,7,2018,2,4,Dorchester
12586,192101843,2019-12-18,A7,0,18,4,2019,4,12,East Boston
12587,P180167699,2018-04-08,C11,0,22,7,2018,2,4,Dorchester
12588,192102197,2019-12-20,C11,0,3,6,2019,4,12,Dorchester
12589,I182026233,2018-04-08,B3,1,19,1,2018,2,4,Dorchester
12590,192102473,2019-12-21,B3,1,23,6,2019,4,12,Mattapan
12591,I182025748,2018-04-07,B2,1,22,6,2018,2,4,Mission Hill
12592,192102459,2019-12-21,B2,1,21,6,2019,4,12,Mission Hill
12593,I182026293,2018-04-09,C11,0,5,2,2018,2,4,Dorchester
12594,192102532,2019-12-21,E18,1,4,7,2019,4,12,Hyde Park
12595,I182026260,2018-04-08,C6,0,10,1,2018,2,4,Dorchester
12596,192102947,2019-12-22,B3,0,18,1,2019,4,12,Dorchester
12597,I182026064,2018-04-08,E18,0,2,1,2018,2,4,Hyde Park
12598,192102199,2019-12-20,B3,0,1,6,2019,4,12,Dorchester
12599,I182026005,2018-04-08,E13,0,20,7,2018,2,4,Jamaica Plain
12600,192103207,2019-12-23,B2,1,18,2,2019,4,12,Mission Hill
12601,I182025800,2018-04-07,B2,0,3,7,2018,2,4,Dorchester
12602,192103305,2019-12-24,B3,0,11,3,2019,4,12,Mattapan
12603,I182025795,2018-04-07,B2,0,3,7,2018,2,4,Dorchester
12604,192103266,2019-12-24,E13,0,22,2,2019,4,12,Jamaica Plain
12605,I182027162,2018-04-12,B2,0,22,4,2018,2,4,Roxbury
12606,192103707,2019-12-26,C11,0,5,5,2019,4,12,Dorchester
12607,P180177056,2018-04-13,B2,0,23,5,2018,2,4,Roxbury
12608,192103691,2019-12-26,C11,0,0,5,2019,4,12,Dorchester
12609,I182028242,2018-04-15,B2,1,17,1,2018,2,4,Roxbury
12610,192103620,2019-12-25,B2,0,14,4,2019,4,12,Roxbury
12611,I182028094,2018-04-15,C11,1,2,1,2018,2,4,Dorchester
12612,192103305,2019-12-25,B3,0,23,3,2019,4,12,Mattapan
12613,I182027799,2018-04-14,B2,1,2,7,2018,2,4,Roxbury
12614,192110345,2019-12-24,C11,0,17,3,2019,4,12,Dorchester
12615,I182028547,2018-04-17,B3,0,5,3,2018,2,4,Dorchester
12616,192103455,2019-12-24,C6,0,17,3,2019,4,12,South Boston
12617,I182028546,2018-04-17,B3,0,4,3,2018,2,4,Dorchester
12618,192103943,2019-12-27,B2,0,2,6,2019,4,12,Roxbury
12619,I182028116,2018-04-15,E13,0,5,1,2018,2,4,Jamaica Plain
12620,192103927,2019-12-27,B2,0,22,5,2019,4,12,Mission Hill
12621,I182027808,2018-04-14,B2,0,2,7,2018,2,4,Roxbury
12622,192104525,2019-12-29,B2,1,12,1,2019,4,12,Mission Hill
12623,I182028830,2018-04-18,B3,1,23,3,2018,2,4,Dorchester
12624,192104471,2019-12-29,B2,1,4,1,2019,4,12,Roxbury
12625,I182028831,2018-04-18,B2,0,0,4,2018,2,4,Dorchester
12626,192104202,2019-12-28,E13,1,4,7,2019,4,12,Jamaica Plain
12627,I182029108,2018-04-19,B3,0,22,4,2018,2,4,Mattapan
12628,192104586,2019-12-29,C11,0,18,1,2019,4,12,Dorchester
12629,I182029088,2018-04-19,B2,1,20,4,2018,2,4,Roxbury
12630,192104404,2019-12-29,B3,0,22,7,2019,4,12,Dorchester
12631,I182029125,2018-04-19,B2,0,0,5,2018,2,4,Roxbury
12632,192104412,2019-12-29,E5,0,21,7,2019,4,12,Roslindale
12633,I182029130,2018-04-19,C6,0,1,5,2018,2,4,South Boston
12634,192104178,2019-12-28,B2,0,1,7,2019,4,12,Roxbury
12635,I182029425,2018-04-20,C11,0,2,6,2018,2,4,Dorchester
12636,192104178,2019-12-29,B2,0,21,7,2019,4,12,Roxbury
12637,I182029422,2018-04-20,B3,0,2,6,2018,2,4,Dorchester
12638,192104168,2019-12-28,D4,0,22,6,2019,4,12,South End
12639,I182029409,2018-04-20,B3,0,1,6,2018,2,4,Dorchester
12640,192104870,2019-12-31,B2,0,22,2,2019,4,12,Roxbury
12641,I182029137,2018-04-19,B3,0,0,5,2018,2,4,Dorchester
12642,192105076,2020-01-01,B2,1,20,3,2019,4,12,Roxbury
12643,P180193868 ,2018-04-23,D14,0,22,1,2018,2,4,Allston
12644,192105123,2020-01-01,E13,0,23,3,2019,4,12,Jamaica Plain
12645,I182030177,2018-04-23,B2,1,20,1,2018,2,4,Dorchester
12646,192105114,2020-01-01,E18,0,22,3,2019,4,12,Hyde Park
12647,I182030012,2018-04-22,B3,1,4,1,2018,2,4,Dorchester
12648,202000065,2020-01-01,B2,0,4,4,2020,1,1,Roxbury
12649,I182029984,2018-04-22,B2,1,1,1,2018,2,4,Roxbury
12650,202000156,2020-01-01,E13,0,14,4,2020,1,1,Jamaica Plain
12651,I182029945,2018-04-22,E13,1,21,7,2018,2,4,Roxbury
12652,202000273,2020-01-02,C11,0,3,5,2020,1,1,Dorchester
12653,I182029718,2018-04-21,B3,1,22,6,2018,2,4,Dorchester
12654,202000023,2020-01-01,C11,1,2,4,2020,1,1,Dorchester
12655,I182030167,2018-04-23,C11,0,22,1,2018,2,4,Dorchester
12656,202001250,2020-01-06,E5,1,19,1,2020,1,1,Roslindale
12657,I182029996,2018-04-22,B2,0,0,1,2018,2,4,Roxbury
12658,202001160,2020-01-05,B3,1,12,1,2020,1,1,Dorchester
12659,I182030524,2018-04-24,C11,0,2,3,2018,2,4,Dorchester
12660,202000893,2020-01-04,E18,1,10,7,2020,1,1,Hyde Park
12661,I182030492,2018-04-24,B2,0,22,2,2018,2,4,Dorchester
12662,202000847,2020-01-04,B2,1,2,7,2020,1,1,Mission Hill
12663,I182030454,2018-04-23,B2,1,19,2,2018,2,4,Mission Hill
12664,202001220,2020-01-05,A1,0,17,1,2020,1,1,West End
12665,I182030822,2018-04-25,B2,0,0,4,2018,2,4,Mission Hill
12666,202001557,2020-01-07,B3,0,23,2,2020,1,1,Dorchester
12667,I182030823,2018-04-25,E13,0,0,4,2018,2,4,Jamaica Plain
12668,202001510,2020-01-06,A7,0,18,2,2020,1,1,East Boston
12669,I182031097,2018-04-26,B3,1,22,4,2018,2,4,Dorchester
12670,202001469,2020-01-06,B2,0,17,2,2020,1,1,Mission Hill
12671,I182031318,2018-04-26,C11,1,17,5,2018,2,4,Dorchester
12672,202001470,2020-01-06,C11,0,17,2,2020,1,1,Dorchester
12673,I182031391,2018-04-27,B3,0,21,5,2018,2,4,Mattapan
12674,202001861,2020-01-08,B2,1,1,4,2020,1,1,Dorchester
12675,I182031916,2018-04-29,C11,0,20,7,2018,2,4,Dorchester
12676,202001684,2020-01-07,E5,0,14,3,2020,1,1,West Roxbury
12677,I182032522,2018-05-01,C11,0,3,3,2018,2,5,Dorchester
12678,202002310,2020-01-10,E13,1,19,5,2020,1,1,Jamaica Plain
12679,I182032791,2018-05-02,D4,0,22,3,2018,2,5,South End
12680,202002405,2020-01-10,B3,0,5,6,2020,1,1,Mattapan
12681,I182032811,2018-05-02,B3,0,23,3,2018,2,5,Mattapan
12682,202002397,2020-01-10,E13,0,2,6,2020,1,1,Jamaica Plain
12683,I182032769,2018-05-02,E13,1,20,3,2018,2,5,Jamaica Plain
12684,202002376,2020-01-10,C11,0,23,5,2020,1,1,Dorchester
12685,I182032894,2018-05-03,E18,0,21,4,2018,2,5,Hyde Park
12686,202002249,2020-01-09,C11,0,15,5,2020,1,1,Dorchester
12687,I182033159,2018-05-03,B3,1,23,4,2018,2,5,Dorchester
12688,202003231,2020-01-13,B2,0,0,2,2020,1,1,Roxbury
12689,I182033117,2018-05-03,B3,1,21,4,2018,2,5,Mattapan
12690,202003182,2020-01-13,D4,0,21,1,2020,1,1,South End
12691,I182033494,2018-05-04,B3,0,1,6,2018,2,5,Mattapan
12692,202003142,2020-01-12,C11,0,18,1,2020,1,1,Dorchester
12693,I182033824,2018-05-05,B2,1,1,7,2018,2,5,Roxbury
12694,202002956,2020-01-12,B3,0,22,7,2020,1,1,Dorchester
12695,I182033793,2018-05-05,A15,1,21,6,2018,2,5,Charlestown
12696,202002679,2020-01-11,C11,0,23,6,2020,1,1,Dorchester
12697,I182034401,2018-05-07,B2,0,2,2,2018,2,5,Roxbury
12698,202003535,2020-01-14,B3,0,4,3,2020,1,1,Dorchester
12699,I182034362,2018-05-07,B3,0,22,1,2018,2,5,Mattapan
12700,202003787,2020-01-15,C11,0,21,3,2020,1,1,Dorchester
12701,I182034369,2018-05-07,B3,0,22,1,2018,2,5,Mattapan
12702,202003937,2020-01-15,E5,1,13,4,2020,1,1,Roslindale
12703,I182034037,2018-05-05,E18,0,19,7,2018,2,5,Hyde Park
12704,202002920,2020-01-12,B2,1,20,7,2020,1,1,Dorchester
12705,I182033820,2018-05-05,C6,0,0,7,2018,2,5,South Boston
12706,202002686,2020-01-12,B3,1,23,7,2020,1,1,Mattapan
12707,I182033817,2018-05-05,B2,0,0,7,2018,2,5,Roxbury
12708,202004071,2020-01-16,B3,0,20,4,2020,1,1,Dorchester
12709,I182033807,2018-05-05,C6,1,22,6,2018,2,5,South Boston
12710,202004039,2020-01-16,C11,0,19,4,2020,1,1,Dorchester
12711,I182034746,2018-05-08,B3,1,1,3,2018,2,5,Mattapan
12712,202005082,2020-01-19,C11,1,18,1,2020,1,1,Dorchester
12713,I182034747,2018-05-08,B3,0,23,2,2018,2,5,Dorchester
12714,202004686,2020-01-18,C11,1,3,7,2020,1,1,Dorchester
12715,I182034619,2018-05-07,B3,0,16,2,2018,2,5,Mattapan
12716,202004811,2020-01-18,C11,0,16,7,2020,1,1,Dorchester
12717,I182034969,2018-05-08,B2,1,19,3,2018,2,5,Roxbury
12718,202004900,2020-01-19,B2,0,23,7,2020,1,1,Dorchester
12719,I182034939,2018-05-08,C11,0,17,3,2018,2,5,Dorchester
12720,202004634,2020-01-18,C11,0,22,6,2020,1,1,Dorchester
12721,I182035665,2018-05-11,B2,1,0,6,2018,2,5,Roxbury
12722,202004613,2020-01-18,D4,0,20,6,2020,1,1,South End
12723, I182035523,2018-05-10,B2,1,15,5,2018,2,5,Dorchester
12724,202006250,2020-01-24,B3,1,22,5,2020,1,1,Dorchester
12725, I182035650,2018-05-11,B2,0,21,5,2018,2,5,Roxbury
12726,202006114,2020-01-23,C11,1,15,5,2020,1,1,Dorchester
12727,I182038404,2018-05-20,C11,1,14,1,2018,2,5,Dorchester
12728,202006262,2020-01-24,B3,0,23,5,2020,1,1,Dorchester
12729,I182038051,2018-05-19,C11,1,2,7,2018,2,5,Dorchester
12730,202006273,2020-01-24,B3,0,0,6,2020,1,1,Dorchester
12731,I182038309,2018-05-20,B2,0,3,1,2018,2,5,Mission Hill
12732,I182038561,2018-05-21,B2,1,1,2,2018,2,5,Roxbury
12733,202006261,2020-01-24,C6,1,22,5,2020,1,1,Dorchester
12734,I182038245,2018-05-20,B2,0,20,7,2018,2,5,Roxbury
12735,202007047,2020-01-27,B2,1,2,2,2020,1,1,Roxbury
12736, I182037601,2018-05-17,C11,1,17,5,2018,2,5,Dorchester
12737,202006918,2020-01-26,B3,1,15,1,2020,1,1,Dorchester
12738, I182036111,2018-05-12,B2,1,14,7,2018,2,5,Dorchester
12739,202007008,2020-01-27,C11,0,21,1,2020,1,1,Dorchester
12740, I182035995,2018-05-12,B2,1,2,7,2018,2,5,Roxbury
12741,202006577,2020-01-25,B2,0,5,7,2020,1,1,Dorchester
12742,I182035970,2018-05-12,B2,1,23,6,2018,2,5,Roxbury
12743,202006576,2020-01-25,C11,0,3,7,2020,1,1,Dorchester
12744,I182036420,2018-05-14,B2,0,20,1,2018,2,5,Roxbury
12745,202006535,2020-01-25,B2,0,22,6,2020,1,1,Dorchester
12746, I182036251,2018-05-13,B2,0,1,1,2018,2,5,Dorchester
12747,202007300,2020-01-28,E13,0,20,2,2020,1,1,Jamaica Plain
12748, I182035996,2018-05-12,A15,0,2,7,2018,2,5,Charlestown
12749,202007357,2020-01-28,B3,0,2,3,2020,1,1,Dorchester
12750,I182035989,2018-05-12,B2,0,1,7,2018,2,5,Roxbury
12751,202007636,2020-01-29,B2,1,0,4,2020,1,1,Dorchester
12752, I182036003,2018-05-12,B2,0,0,7,2018,2,5,Mission Hill
12753,202008244,2020-01-31,B2,1,0,6,2020,1,1,Roxbury
12754, I182035961,2018-05-12,A15,0,20,6,2018,2,5,Charlestown
12755,202008158,2020-01-30,B3,1,17,5,2020,1,1,Dorchester
12756,P180232514,2018-05-13,C6,0,20,7,2018,2,5,South Boston
12757,202008783,2020-02-02,C11,1,3,1,2020,1,2,Dorchester
12758,P180237569,2018-05-15,C6,0,18,3,2018,2,5,South Boston
12759,202008994,2020-02-03,C11,0,1,2,2020,1,2,Dorchester
12760,I182038793,2018-05-21,B3,1,18,2,2018,2,5,Mattapan
12761,202008757,2020-02-02,D4,0,0,1,2020,1,2,South End
12762,I182039121,2018-05-22,B2,1,16,3,2018,2,5,Roxbury
12763,202008760,2020-02-02,B2,0,23,7,2020,1,2,Dorchester
12764,I182039097,2018-05-22,E18,0,14,3,2018,2,5,Hyde Park
12765,202008688,2020-02-01,E13,0,18,7,2020,1,2,Jamaica Plain
12766,P180253901,2018-05-24,C11,0,7,5,2018,2,5,Dorchester
12767,202008583,2020-02-01,C11,0,11,7,2020,1,2,Dorchester
12768,I182039636,2018-05-24,C11,1,1,5,2018,2,5,Dorchester
12769,202008671,2020-02-01,B2,0,17,7,2020,1,2,Roxbury
12770,I182039572,2018-05-24,B3,1,20,4,2018,2,5,Mattapan
12771,202008493,2020-02-01,B3,0,21,6,2020,1,1,Dorchester
12772,I182039632,2018-05-24,C11,0,0,5,2018,2,5,Dorchester
12773,202008339,2020-01-31,B3,0,13,6,2020,1,1,Dorchester
12774,I182039575,2018-05-24,B2,0,20,4,2018,2,5,Roxbury
12775,202008959,2020-02-03,B3,0,20,1,2020,1,2,Dorchester
12776,I182039372,2018-05-23,E18,0,12,4,2018,2,5,Hyde Park
12777,202009261,2020-02-04,C11,1,20,2,2020,1,2,Dorchester
12778,I182040240,2018-05-26,D4,1,23,6,2018,2,5,Fenway
12779,202009293,2020-02-04,B3,0,21,2,2020,1,2,Dorchester
12780,I182040199,2018-05-25,C11,1,2,6,2018,2,5,Dorchester
12781,202009008,2020-02-03,B2,0,5,2,2020,1,2,Dorchester
12782,P180260861,2018-05-27,B3,0,13,1,2018,2,5,Dorchester
12783,202009888,2020-02-05,B2,1,18,4,2020,1,2,Dorchester
12784,P180263242,2018-05-29,B2,0,22,2,2018,2,5,Dorchester
12785,202009884,2020-02-05,B2,1,18,4,2020,1,2,Mission Hill
12786,P180259852,2018-05-27,A1,0,22,7,2018,2,5,North End
12787,202009910,2020-02-06,B3,0,20,4,2020,1,2,Dorchester
12788,I182041092,2018-05-29,B2,1,4,3,2018,2,5,Roxbury
12789,202010234,2020-02-07,B3,1,22,5,2020,1,2,Dorchester
12790,I182040663,2018-05-27,B3,1,13,1,2018,2,5,Dorchester
12791,202010139,2020-02-06,D14,1,16,5,2020,1,2,Brighton
12792,I182040599,2018-05-27,A1,1,7,1,2018,2,5,West End
12793,202010701,2020-02-08,B2,1,17,7,2020,1,2,Roxbury
12794,I182040500,2018-05-27,D14,1,20,7,2018,2,5,Allston
12795,202010553,2020-02-08,B3,0,2,7,2020,1,2,Dorchester
12796,I182040282,2018-05-26,B3,1,4,7,2018,2,5,Dorchester
12797,202010521,2020-02-08,B2,0,23,6,2020,1,2,Mission Hill
12798,I182041052,2018-05-29,B3,0,22,2,2018,2,5,Dorchester
12799,202010374,2020-02-07,E13,0,14,6,2020,1,2,Roxbury
12800,I182040820,2018-05-28,B2,0,4,2,2018,2,5,Roxbury
12801,202010820,2020-02-09,C11,1,3,1,2020,1,2,Dorchester
12802,I182040827,2018-05-28,B2,0,1,2,2018,2,5,Roxbury
12803,202011551,2020-02-11,E18,0,18,3,2020,1,2,Roslindale
12804,I182040756,2018-05-27,C11,0,19,1,2018,2,5,Dorchester
12805,202011459,2020-02-11,C11,1,14,3,2020,1,2,Dorchester
12806,I182040579,2018-05-27,B2,0,3,1,2018,2,5,Dorchester
12807,202011937,2020-02-13,C11,0,1,5,2020,1,2,Dorchester
12808,I182040295,2018-05-26,B3,0,6,7,2018,2,5,Mattapan
12809,202011956,2020-02-13,B3,0,5,5,2020,1,2,Dorchester
12810,I182040262,2018-05-26,C6,0,1,7,2018,2,5,South Boston
12811,202013211,2020-02-18,B2,1,19,2,2020,1,2,Roxbury
12812,I182041721,2018-05-31,B3,1,22,4,2018,2,5,Dorchester
12813,202012958,2020-02-16,C11,1,18,1,2020,1,2,Dorchester
12814,I182041692,2018-05-31,C11,1,20,4,2018,2,5,Dorchester
12815,202012554,2020-02-15,B3,1,2,7,2020,1,2,Dorchester
12816,P180269350,2018-06-01,E5,0,20,5,2018,2,5,Roslindale
12817,202013266,2020-02-18,C11,0,4,3,2020,1,2,Dorchester
12818,I182042815,2018-06-03,C6,1,13,1,2018,2,6,South Boston
12819,202013196,2020-02-17,C11,0,18,2,2020,1,2,Dorchester
12820,I182042652,2018-06-03,B3,1,21,7,2018,2,6,Mattapan
12821,202013091,2020-02-17,B2,0,10,2,2020,1,2,Roxbury
12822,I182042528,2018-06-02,C6,1,12,7,2018,2,6,Dorchester
12823,202013040,2020-02-17,B2,0,4,2,2020,1,2,Roxbury
12824,I182042428,2018-06-02,C6,1,1,7,2018,2,6,South Boston
12825,202013008,2020-02-17,B2,0,23,1,2020,1,2,Roxbury
12826,I182042971,2018-06-04,B2,0,3,2,2018,2,6,Dorchester
12827,202012854,2020-02-16,B2,0,9,1,2020,1,2,Roxbury
12828,I182042683,2018-06-03,B3,0,22,7,2018,2,6,Dorchester
12829,202012830,2020-02-16,B3,0,5,1,2020,1,2,Dorchester
12830,I182042669,2018-06-03,C11,0,20,7,2018,2,6,Dorchester
12831,202012778,2020-02-16,B2,0,23,7,2020,1,2,Dorchester
12832,I182042512,2018-06-02,B2,0,11,7,2018,2,6,Dorchester
12833,202012815,2020-02-16,C11,0,2,1,2020,1,2,Dorchester
12834,I182042403,2018-06-02,B2,0,23,6,2018,2,6,Roxbury
12835,202012568,2020-02-15,B3,0,2,7,2020,1,2,Dorchester
12836,I182042390,2018-06-02,B2,0,22,6,2018,2,6,Roxbury
12837,202012565,2020-02-15,B2,0,0,7,2020,1,2,Roxbury
12838,I182043247,2018-06-05,B3,1,3,3,2018,2,6,Mattapan
12839,202012534,2020-02-15,B2,0,0,7,2020,1,2,Dorchester
12840,202013504,2020-02-19,D14,1,3,4,2020,1,2,Allston
12841,202013477,2020-02-19,B3,1,22,3,2020,1,2,Dorchester
12842,202013508,2020-02-19,D4,0,4,4,2020,1,2,South End
12843,202014086,2020-02-21,B2,0,4,6,2020,1,2,Roxbury
12844,202014743,2020-02-23,C11,1,16,1,2020,1,2,Dorchester
12845,202014328,2020-02-22,E18,1,22,6,2020,1,2,Hyde Park
12846,202014837,2020-02-24,C11,0,3,2,2020,1,2,Dorchester
12847,202014326,2020-02-22,B3,0,22,6,2020,1,2,Dorchester
12848,202014324,2020-02-22,B2,0,22,6,2020,1,2,Dorchester
12849,202015086,2020-02-25,B2,0,19,2,2020,1,2,Roxbury
12850,202014842,2020-02-24,C11,0,4,2,2020,1,2,Dorchester
12851,202014995,2020-02-24,B3,1,15,2,2020,1,2,Dorchester
12852,202015442,2020-02-26,C11,0,0,4,2020,1,2,Dorchester
12853,202015290,2020-02-25,C11,0,14,3,2020,1,2,Dorchester
12854,202016001,2020-02-28,B3,1,22,5,2020,1,2,Dorchester
12855,202016337,2020-02-29,B2,1,11,7,2020,1,2,Roxbury
12856,212032722,2021-05-17,B2,0,22,1,2021,2,5,Roxbury
12857,202086811,2020-11-25,E18,0,19,3,2020,4,11,Hyde Park
12858,202086795,2020-11-24,C11,1,17,3,2020,4,11,Dorchester
12859,212032650,2021-05-19,C6,1,20,3,2021,2,5,South Boston
12860,202086795,2020-11-24,B2,1,14,3,2020,4,11,Dorchester
12861,212033254,2021-05-21,C11,1,22,5,2021,2,5,Dorchester
12862,202087247,2020-11-27,B3,0,20,5,2020,4,11,Dorchester
12863,212033245,2021-05-21,C11,1,22,5,2021,2,5,Dorchester
12864,202087277,2020-11-27,B3,1,0,6,2020,4,11,Mattapan
12865,212033288,2021-05-21,B3,0,3,6,2021,2,5,Mattapan
12866,202087228,2020-11-26,B3,0,18,5,2020,4,11,Dorchester
12867,212033285,2021-05-21,B3,0,3,6,2021,2,5,Dorchester
12868,202087219,2020-11-26,B3,0,17,5,2020,4,11,Dorchester
12869,212033264,2021-05-21,B2,0,23,5,2021,2,5,Roxbury
12870,202087118,2020-11-26,B2,0,22,4,2020,4,11,Roxbury
12871,212032968,2021-05-20,B3,1,22,4,2021,2,5,Dorchester
12872,202087081,2020-11-26,C11,0,19,4,2020,4,11,Dorchester
12873,212071519,2021-10-04,B2,0,20,1,2021,4,10,Roxbury
12874,212032964,2021-05-20,B2,1,22,4,2021,2,5,Roxbury
12875,212033240,2021-05-21,B3,1,21,5,2021,2,5,Dorchester
12876,212032996,2021-05-20,B2,0,1,5,2021,2,5,Roxbury
12877,212032985,2021-05-20,A7,0,23,4,2021,2,5,East Boston
12878,212032970,2021-05-20,C11,0,22,4,2021,2,5,Dorchester
12879,212032962,2021-05-20,B2,0,21,4,2021,2,5,Roxbury
12880,212033779,2021-05-22,B3,1,19,7,2021,2,5,Mattapan
12881,212033549,2021-05-22,B3,1,22,6,2021,2,5,Dorchester
12882,212033498,2021-05-21,C11,1,19,6,2021,2,5,Dorchester
12883,212034101,2021-05-24,B3,0,0,2,2021,2,5,Mattapan
12884,212034070,2021-05-24,B3,0,22,1,2021,2,5,Dorchester
12885,212034027,2021-05-23,B2,0,19,1,2021,2,5,Dorchester
12886,212033960,2021-05-23,B3,0,14,1,2021,2,5,Dorchester
12887,212033869,2021-05-23,B3,0,1,1,2021,2,5,Mattapan
12888,212033603,2021-05-22,B2,0,4,7,2021,2,5,Roxbury
12889,212033828,2021-05-23,E13,0,22,7,2021,2,5,Jamaica Plain
12890,212033764,2021-05-22,B2,0,18,7,2021,2,5,Roxbury
12891,212033567,2021-05-22,E13,0,23,6,2021,2,5,Jamaica Plain
12892,212034334,2021-05-25,B3,1,21,2,2021,2,5,Dorchester
12893,212034290,2021-05-24,B3,1,19,2,2021,2,5,Mattapan
12894,212034200,2021-05-24,C11,0,13,2,2021,2,5,Dorchester
12895,212034362,2021-05-25,B2,1,1,3,2021,2,5,Roxbury
12896,212034587,2021-05-26,B2,0,21,3,2021,2,5,Dorchester
12897,212034872,2021-05-26,B2,1,19,4,2021,2,5,Roxbury
12898,212034901,2021-05-27,B2,0,20,4,2021,2,5,Dorchester
12899,212034889,2021-05-27,D4,1,20,4,2021,2,5,South End
12900,212035221,2021-05-28,B3,1,22,5,2021,2,5,Dorchester
12901,212036164,2021-06-01,B2,1,3,3,2021,2,6,Dorchester
12902,212036154,2021-06-01,C11,1,0,3,2021,2,6,Dorchester
12903,212035955,2021-05-31,B2,1,2,2,2021,2,5,Dorchester
12904,212035969,2021-05-31,C11,1,6,2,2021,2,5,Dorchester
12905,212035972,2021-05-31,B3,1,6,2,2021,2,5,Mattapan
12906,212035908,2021-05-31,B3,1,21,1,2021,2,5,Dorchester
12907,212036319,2021-06-01,C11,0,15,3,2021,2,6,Dorchester
12908,212036165,2021-06-01,C11,0,3,3,2021,2,6,Dorchester
12909,212036155,2021-06-01,C11,0,1,3,2021,2,6,Dorchester
12910,212036145,2021-06-01,D4,0,23,2,2021,2,5,Roxbury
12911,212036122,2021-06-01,B3,0,20,2,2021,2,5,Mattapan
12912,212035967,2021-05-31,B3,0,17,2,2021,2,5,Mattapan
12913,212035913,2021-05-31,B3,0,21,1,2021,2,5,Dorchester
12914,212035864,2021-05-30,C11,0,17,1,2021,2,5,Dorchester
12915,212035759,2021-05-30,B2,0,5,1,2021,2,5,Roxbury
12916,212035722,2021-05-30,A15,0,1,1,2021,2,5,Charlestown
12917,212035654,2021-05-29,B2,0,16,7,2021,2,5,Dorchester
12918,212035538,2021-05-29,C11,0,4,7,2021,2,5,Dorchester
12919,212035482,2021-05-29,B2,0,21,6,2021,2,5,Mission Hill
12920,212034901,2021-05-27,B2,0,20,4,2021,2,5,Dorchester
12921,212036438,2021-06-02,C11,0,23,3,2021,2,6,Dorchester
12922,212036503,2021-06-02,B3,1,10,4,2021,2,6,Dorchester
12923,212036749,2021-06-03,E13,1,2,5,2021,2,6,Jamaica Plain
12924,212036732,2021-06-03,B3,1,23,4,2021,2,6,Dorchester
12925,212036729,2021-06-03,C11,1,23,4,2021,2,6,Dorchester
12926,212036716,2021-06-03,B2,1,22,4,2021,2,6,Roxbury
12927,212036621,2021-06-02,B2,1,16,4,2021,2,6,Roxbury
12928,212036821,2021-06-03,B3,1,11,5,2021,2,6,Dorchester
12929,212036948,2021-06-03,B2,1,19,5,2021,2,6,Roxbury
12930,212036951,2021-06-04,E18,1,20,5,2021,2,6,Hyde Park
12931,212036987,2021-06-04,C11,1,23,5,2021,2,6,Dorchester
12932,212036969,2021-06-04,B2,0,21,5,2021,2,6,Roxbury
12933,212037005,2021-06-04,C6,0,23,5,2021,2,6,South Boston
12934,212037526,2021-06-06,C11,1,21,7,2021,2,6,Dorchester
12935,212037155,2021-06-04,E5,1,16,6,2021,2,6,West Roxbury
12936,212037839,2021-06-07,C11,0,0,2,2021,2,6,Dorchester
12937,212037849,2021-06-07,B3,0,1,2,2021,2,6,Dorchester
12938,212037836,2021-06-07,C11,0,0,2,2021,2,6,Dorchester
12939,212037865,2021-06-07,B2,0,23,1,2021,2,6,Roxbury
12940,212037821,2021-06-07,B2,0,22,1,2021,2,6,Roxbury
12941,212037813,2021-06-07,B2,0,22,1,2021,2,6,Dorchester
12942,212037712,2021-06-06,B3,0,14,1,2021,2,6,Mattapan
12943,212037603,2021-06-06,C11,0,3,1,2021,2,6,Dorchester
12944,212037587,2021-06-06,B3,0,2,1,2021,2,6,Mattapan
12945,212037580,2021-06-06,B3,0,1,1,2021,2,6,Dorchester
12946,212037556,2021-06-06,B3,0,0,1,2021,2,6,Dorchester
12947,212037542,2021-06-06,B2,0,23,7,2021,2,6,Roxbury
12948,212037518,2021-06-06,C11,0,21,7,2021,2,6,Dorchester
12949,212037510,2021-06-06,B3,1,20,7,2021,2,6,Dorchester
12950,212037293,2021-06-05,B3,0,1,7,2021,2,6,Dorchester
12951,212037183,2021-06-04,E18,0,16,6,2021,2,6,Hyde Park
12952,212038177,2021-06-08,C11,1,2,3,2021,2,6,Dorchester
12953,212037558,2021-06-06,C11,1,23,7,2021,2,6,Dorchester
12954,212038183,2021-06-08,B2,0,5,3,2021,2,6,Roxbury
12955,212038175,2021-06-08,B2,0,2,3,2021,2,6,Roxbury
12956,212038166,2021-06-08,A15,0,1,3,2021,2,6,Charlestown
12957,212038406,2021-06-09,A7,1,22,3,2021,2,6,East Boston
12958,212038671,2021-06-10,B3,1,23,4,2021,2,6,Dorchester
12959,212038647,2021-06-10,B3,1,21,4,2021,2,6,Mattapan
12960,212038657,2021-06-10,B3,0,22,4,2021,2,6,Dorchester
12961,212038655,2021-06-10,D4,0,21,4,2021,2,6,Roxbury
