objectid,incident_num,incident_date,district,ballistics_evidence,hour_of_day,day_of_week,year,quarter,month,neighborhood
12195,202037471,2020-05-30,B2,0,18,7,2020,2,5,Roxbury
12196,202037301,2020-05-30,B3,0,1,7,2020,2,5,Dorchester
12197,202037296,2020-05-30,C11,0,3,7,2020,2,5,Dorchester
12198,202037293,2020-05-30,B3,0,0,7,2020,2,5,Dorchester
12199,202037206,2020-05-29,B3,0,19,6,2020,2,5,Dorchester
12200,202038185,2020-06-02,B3,1,3,3,2020,2,6,Dorchester
12201,202038193,2020-06-02,B2,0,4,3,2020,2,6,Roxbury
12202,202038192,2020-06-02,B3,0,23,2,2020,2,6,Dorchester
12203,202038190,2020-06-02,B3,0,23,2,2020,2,6,Dorchester
12204,202038077,2020-06-01,B3,0,18,2,2020,2,6,Mattapan
12205,202038000,2020-06-01,E18,0,14,2,2020,2,6,Hyde Park
12206,202037865,2020-06-01,D4,0,14,2,2020,2,6,Fenway
12207,202038448,2020-06-03,C11,1,1,4,2020,2,6,Dorchester
12208,202038443,2020-06-03,B2,1,0,4,2020,2,6,Roxbury
12209,202038433,2020-06-03,E13,1,22,3,2020,2,6,Jamaica Plain
12210,202038465,2020-06-03,B2,0,2,4,2020,2,6,Roxbury
12211,202038764,2020-06-04,B3,0,23,4,2020,2,6,Mattapan
12212,202038700,2020-06-04,E18,0,22,4,2020,2,6,Hyde Park
12213,202038701,2020-06-04,D14,0,22,4,2020,2,6,Brighton
12214,202038666,2020-06-03,B2,0,18,4,2020,2,6,Roxbury
12215,202038704,2020-06-04,B2,1,22,4,2020,2,6,Dorchester
12216,202038619,2020-06-03,C11,0,16,4,2020,2,6,Dorchester
12217,202038586,2020-06-03,B3,0,14,4,2020,2,6,Dorchester
12218,202038516,2020-06-03,B2,0,10,4,2020,2,6,Mission Hill
12219,202038416,2020-06-03,D4,0,19,4,2020,2,6,Roxbury
12220,202039037,2020-06-05,B3,1,1,6,2020,2,6,Dorchester
12221,202039054,2020-06-05,B2,0,1,6,2020,2,6,Roxbury
12222,202039056,2020-06-05,B3,0,2,6,2020,2,6,Dorchester
12223,202039034,2020-06-05,C11,0,0,6,2020,2,6,Dorchester
12224,202039043,2020-06-05,B2,0,23,5,2020,2,6,Roxbury
12225,202039732,2020-06-08,B3,1,23,1,2020,2,6,Dorchester
12226,202039542,2020-06-07,B3,1,1,1,2020,2,6,Dorchester
12227,202039292,2020-06-06,E13,1,22,6,2020,2,6,Jamaica Plain
12228,202039750,2020-06-08,B2,0,0,2,2020,2,6,Dorchester
12229,202039737,2020-06-08,B3,0,0,2,2020,2,6,Dorchester
12230,202039683,2020-06-07,B2,0,16,1,2020,2,6,Dorchester
12231,202039556,2020-06-07,B3,0,3,1,2020,2,6,Dorchester
12232,202039538,2020-06-07,B2,0,1,1,2020,2,6,Roxbury
12233,202039546,2020-06-07,B2,0,0,1,2020,2,6,Roxbury
12234,202039527,2020-06-07,D14,0,0,1,2020,2,6,Brighton
12235,202039504,2020-06-07,A7,0,21,7,2020,2,6,East Boston
12236,202039320,2020-06-06,C11,0,1,7,2020,2,6,Dorchester
12237,202039287,2020-06-06,B2,0,21,6,2020,2,6,Dorchester
12238,202040069,2020-06-09,B2,0,1,3,2020,2,6,Roxbury
12239,202040066,2020-06-09,C11,0,1,3,2020,2,6,Dorchester
12240,202040062,2020-06-09,B3,0,0,3,2020,2,6,Dorchester
12241,202040048,2020-06-09,C11,0,23,2,2020,2,6,Dorchester
12242,202039961,2020-06-08,B3,0,17,2,2020,2,6,Mattapan
12243,202039934,2020-06-08,B3,0,17,2,2020,2,6,Dorchester
12244,202040253,2020-06-09,C11,1,18,3,2020,2,6,Dorchester
12245,202040232,2020-06-09,B3,0,16,3,2020,2,6,Dorchester
12246,202040446,2020-06-10,B3,1,16,4,2020,2,6,Mattapan
12247,202040451,2020-06-10,C11,1,15,4,2020,2,6,Dorchester
12248,202040451,2020-06-11,D14,0,21,4,2020,2,6,Dorchester
12249,202040533,2020-06-11,C11,0,21,4,2020,2,6,Dorchester
12250,202040480,2020-06-10,C11,0,16,4,2020,2,6,Dorchester
12251,202040548,2020-06-10,B2,0,16,4,2020,2,6,Roxbury
12252,202040443,2020-06-10,B2,0,14,4,2020,2,6,Roxbury
12253,202040322,2020-06-10,B3,0,1,4,2020,2,6,Dorchester
12254,202040329,2020-06-10,C11,0,1,4,2020,2,6,Dorchester
12255,202040860,2020-06-12,B3,0,20,5,2020,2,6,Mattapan
12256,202040666,2020-06-11,A15,0,11,5,2020,2,6,Charlestown
12257,202040659,2020-06-11,B2,0,11,5,2020,2,6,Roxbury
12258,202040882,2020-06-12,C11,0,21,5,2020,2,6,Dorchester
12259,202040908,2020-06-12,E13,0,0,6,2020,2,6,Jamaica Plain
12260,202040910,2020-06-12,B2,0,1,6,2020,2,6,Roxbury
12261,202041235,2020-06-13,B2,1,4,7,2020,2,6,Roxbury
12262,202041168,2020-06-13,E18,1,22,6,2020,2,6,Hyde Park
12263,202041699,2020-06-15,D4,0,2,2,2020,2,6,Roxbury
12264,202041672,2020-06-15,A7,0,22,1,2020,2,6,East Boston
12265,202041671,2020-06-15,B2,0,23,1,2020,2,6,Roxbury
12266,202041488,2020-06-14,B3,0,2,1,2020,2,6,Dorchester
12267,202041487,2020-06-14,C11,0,3,1,2020,2,6,Dorchester
12268,202041476,2020-06-14,B3,0,1,1,2020,2,6,Dorchester
12269,202041409,2020-06-13,B3,0,18,7,2020,2,6,Mattapan
12270,202041248,2020-06-13,B2,0,6,7,2020,2,6,Dorchester
12271,202041221,2020-06-13,C11,0,2,7,2020,2,6,Dorchester
12272,202041196,2020-06-13,C11,0,23,6,2020,2,6,Dorchester
12273,202041156,2020-06-13,B2,0,22,6,2020,2,6,Dorchester
12274,202041113,2020-06-12,B3,0,17,6,2020,2,6,Dorchester
12275,202041973,2020-06-16,B2,1,0,3,2020,2,6,Roxbury
12276,202041837,2020-06-15,B2,0,14,2,2020,2,6,Roxbury
12277,202042259,2020-06-17,E18,1,0,4,2020,2,6,Hyde Park
12278,202042176,2020-06-16,B3,1,18,3,2020,2,6,Mattapan
12279,202042072,2020-06-16,E18,1,11,3,2020,2,6,Mattapan
12280,202042240,2020-06-17,B2,1,23,3,2020,2,6,Mission Hill
12281,202042211,2020-06-17,B2,1,22,3,2020,2,6,Roxbury
12282,202042476,2020-06-18,B3,1,20,4,2020,2,6,Dorchester
12283,202042522,2020-06-18,B2,1,0,5,2020,2,6,Roxbury
12284,202042497,2020-06-18,C11,1,21,4,2020,2,6,Dorchester
12285,202042355,2020-06-17,B3,1,12,4,2020,2,6,Mattapan
12286,202042489,2020-06-18,E18,0,21,4,2020,2,6,Hyde Park
12287,202042291,2020-06-17,C11,0,7,4,2020,2,6,Dorchester
12288,202042810,2020-06-19,E5,0,5,6,2020,2,6,Roslindale
12289,202042798,2020-06-19,C11,0,1,6,2020,2,6,Dorchester
12290,202042520,2020-06-19,B2,0,22,5,2020,2,6,Roxbury
12291,202042767,2020-06-18,B3,0,9,5,2020,2,6,Dorchester
12292,202043578,2020-06-22,B3,1,3,2,2020,2,6,Dorchester
12293,202043554,2020-06-22,B2,1,23,1,2020,2,6,Roxbury
12294,202043412,2020-06-21,B2,1,12,1,2020,2,6,Mission Hill
12295,202043336,2020-06-21,C11,1,0,1,2020,2,6,Dorchester
12296,202043071,2020-06-20,C6,1,1,7,2020,2,6,South Boston
12297,202043575,2020-06-22,C11,0,3,2,2020,2,6,Dorchester
12298,202043574,2020-06-22,C11,0,3,2,2020,2,6,Dorchester
12299,202043346,2020-06-21,D14,0,1,1,2020,2,6,Brighton
12300,202043315,2020-06-20,D4,0,11,7,2020,2,6,South End
12301,202043879,2020-06-23,B3,1,2,3,2020,2,6,Dorchester
12302,202043896,2020-06-23,B3,0,6,3,2020,2,6,Dorchester
12303,202043588,2020-06-22,B3,0,5,2,2020,2,6,Dorchester
12304,202044126,2020-06-24,A7,1,21,3,2020,2,6,East Boston
12305,202044095,2020-06-23,C11,0,19,3,2020,2,6,Dorchester
12306,202043992,2020-06-23,E18,0,13,3,2020,2,6,Mattapan
12307,202044524,2020-06-25,C6,1,2,5,2020,2,6,South Boston
12308,202044496,2020-06-25,B2,1,23,4,2020,2,6,Dorchester
12309,202044218,2020-06-24,B2,1,4,4,2020,2,6,Roxbury
12310,202044503,2020-06-25,C11,0,23,4,2020,2,6,Dorchester
12311,202044801,2020-06-26,B3,0,4,6,2020,2,6,Mattapan
12312,202044525,2020-06-25,B2,1,3,5,2020,2,6,Roxbury
12313,202044590,2020-06-25,C11,1,11,5,2020,2,6,Dorchester
12314,202044770,2020-06-26,B2,1,22,5,2020,2,6,Roxbury
12315,202045433,2020-06-28,B3,1,13,1,2020,2,6,Dorchester
12316,202045546,2020-06-29,B3,0,22,1,2020,2,6,Dorchester
12317,202045351,2020-06-28,D14,0,2,1,2020,2,6,Brighton
12318,202045099,2020-06-27,B2,0,0,7,2020,2,6,Roxbury
12319,202045057,2020-06-27,B3,0,22,6,2020,2,6,Dorchester
12320,202045829,2020-06-30,C11,0,3,3,2020,2,6,Dorchester
12321,202045828,2020-06-30,B3,0,2,3,2020,2,6,Mattapan
12322,202046080,2020-07-01,B2,1,0,4,2020,3,7,Roxbury
12323,202046032,2020-07-01,B2,1,20,3,2020,2,6,Roxbury
12324,202046026,2020-07-01,C11,1,20,3,2020,2,6,Dorchester
12325,202046021,2020-06-30,B2,1,19,3,2020,2,6,Roxbury
12326,202045832,2020-06-30,B2,1,3,3,2020,2,6,Dorchester
12327,202046095,2020-07-01,B3,0,1,4,2020,3,7,Mattapan
12328,202046093,2020-07-01,B2,0,23,3,2020,2,6,Roxbury
12329,202046075,2020-07-01,C11,0,23,3,2020,2,6,Dorchester
12330,202046047,2020-06-30,D14,0,3,3,2020,2,6,Brighton
12331,202046387,2020-07-02,B2,1,23,4,2020,3,7,Dorchester
12332,202046341,2020-07-02,B3,1,20,4,2020,3,7,Dorchester
12333,202046383,2020-07-02,C11,0,23,4,2020,3,7,Dorchester
12334,202046375,2020-07-02,B2,0,22,4,2020,3,7,Dorchester
12335,202046887,2020-07-03,B3,1,18,6,2020,3,7,Dorchester
12336,202046971,2020-07-04,B2,1,2,7,2020,3,7,Roxbury
12337,202047240,2020-07-05,B2,1,13,1,2020,3,7,Mission Hill
12338,202047222,2020-07-05,B3,0,4,1,2020,3,7,Dorchester
12339,202047228,2020-07-05,B2,0,6,1,2020,3,7,Roxbury
12340,202046702,2020-07-03,B3,0,2,6,2020,3,7,Mattapan
12341,202047213,2020-07-05,B3,0,4,1,2020,3,7,Dorchester
12342,202047117,2020-07-05,B3,0,20,7,2020,3,7,Dorchester
12343,202046784,2020-07-03,C11,0,13,6,2020,3,7,Dorchester
12344,202047443,2020-07-06,E13,0,23,1,2020,3,7,Jamaica Plain
12345,202047463,2020-07-06,B2,1,3,2,2020,3,7,Roxbury
12346,202047758,2020-07-07,B2,1,2,3,2020,3,7,Roxbury
12347,202047686,2020-07-07,B2,1,20,2,2020,3,7,Dorchester
12348,202047764,2020-07-07,C11,0,3,3,2020,3,7,Dorchester
12349,202047743,2020-07-07,C11,0,23,2,2020,3,7,Dorchester
12350,202047708,2020-07-07,B3,0,21,2,2020,3,7,Mattapan
12351,202047716,2020-07-07,D14,0,20,2,2020,3,7,Allston
12352,202047973,2020-07-07,B3,0,19,3,2020,3,7,Dorchester
12353,202047998,2020-07-08,B3,0,21,3,2020,3,7,Dorchester
12354,202047994,2020-07-08,A7,0,21,3,2020,3,7,East Boston
12355,202048310,2020-07-09,C11,1,2,5,2020,3,7,Dorchester
12356,202048297,2020-07-09,E18,1,22,4,2020,3,7,Hyde Park
12357,202048312,2020-07-09,B2,0,2,5,2020,3,7,Dorchester
12358,202048495,2020-07-09,B3,1,18,5,2020,3,7,Dorchester
12359,202048309,2020-07-09,B2,1,1,5,2020,3,7,Mission Hill
12360,202048583,2020-07-10,B3,0,23,5,2020,3,7,Dorchester
12361,202048532,2020-07-10,B2,0,20,5,2020,3,7,Roxbury
12362,202049293,2020-07-13,B3,1,0,2,2020,3,7,Mattapan
12363,202049181,2020-07-12,B3,1,14,1,2020,3,7,Dorchester
12364,202048885,2020-07-11,B2,1,5,7,2020,3,7,Dorchester
12365,202048862,2020-07-11,B2,1,2,7,2020,3,7,Roxbury
12366,202048550,2020-07-10,B3,1,22,5,2020,3,7,Dorchester
12367,202049271,2020-07-13,B2,0,22,1,2020,3,7,Roxbury
12368,202049261,2020-07-13,B2,0,21,1,2020,3,7,Roxbury
12369,202049072,2020-07-12,B2,0,0,1,2020,3,7,Dorchester
12370,202048996,2020-07-11,B3,0,4,7,2020,3,7,Dorchester
12371,202048884,2020-07-11,A1,0,4,7,2020,3,7,North End
12372,202048851,2020-07-11,E13,0,0,7,2020,3,7,Jamaica Plain
12373,202048831,2020-07-11,B3,0,22,6,2020,3,7,Dorchester
12374,202048814,2020-07-11,D14,0,21,6,2020,3,7,Brighton
12375,202048599,2020-07-10,D4,0,7,6,2020,3,7,Roxbury
12376,202048593,2020-07-10,C11,0,3,6,2020,3,7,Dorchester
12377,202048576,2020-07-10,B3,0,23,5,2020,3,7,Mattapan
12378,202049059,2020-07-12,E13,1,22,7,2020,3,7,Jamaica Plain
12379,202049591,2020-07-14,B3,0,5,3,2020,3,7,Dorchester
12380,202049786,2020-07-15,B3,1,21,3,2020,3,7,Dorchester
12381,202049736,2020-07-14,B2,1,16,3,2020,3,7,Roxbury
12382,202049824,2020-07-15,A7,0,1,4,2020,3,7,East Boston
12383,202049821,2020-07-15,B2,0,0,4,2020,3,7,Dorchester
12384,202050125,2020-07-16,B3,0,3,5,2020,3,7,Dorchester
12385,202050093,2020-07-16,B2,0,22,4,2020,3,7,Roxbury
12386,202050411,2020-07-17,B2,0,2,6,2020,3,7,Roxbury
12387,202050318,2020-07-16,B2,0,18,5,2020,3,7,Dorchester
12388,202050307,2020-07-16,D4,0,18,5,2020,3,7,Fenway
12389,202050313,2020-07-16,B2,0,19,5,2020,3,7,Roxbury
12390,202050524,2020-07-17,B2,0,15,6,2020,3,7,Roxbury
12391,202050617,2020-07-18,B3,0,20,6,2020,3,7,Dorchester
12392,202050643,2020-07-18,B3,0,22,6,2020,3,7,Dorchester
12393,202050644,2020-07-18,C11,0,22,6,2020,3,7,Dorchester
12394,202050657,2020-07-18,B2,0,23,6,2020,3,7,Roxbury
12395,202050814,2020-07-18,E13,0,17,7,2020,3,7,Roxbury
12396,202050920,2020-07-19,B2,0,23,7,2020,3,7,Roxbury
12397,202050922,2020-07-19,B2,0,0,1,2020,3,7,Roxbury
12398,202051106,2020-07-20,B3,0,21,1,2020,3,7,Dorchester
12399,202051120,2020-07-20,A15,0,23,1,2020,3,7,Charlestown
12400,202050655,2020-07-19,B2,1,22,7,2020,3,7,Roxbury
12401,202050900,2020-07-19,B2,1,12,1,2020,3,7,Roxbury
12402,202050907,2020-07-19,B2,1,1,1,2020,3,7,Roxbury
12403,202051413,2020-07-21,B3,0,2,3,2020,3,7,Dorchester
12404,202051391,2020-07-21,B3,0,22,2,2020,3,7,Dorchester
12405,202051395,2020-07-21,E13,0,22,2,2020,3,7,Roxbury
12406,202051390,2020-07-21,B3,0,22,2,2020,3,7,Mattapan
12407,202051721,2020-07-22,B2,1,1,4,2020,3,7,Roxbury
12408,202051513,2020-07-21,C11,1,12,3,2020,3,7,Dorchester
12409,202051740,2020-07-22,C11,0,1,4,2020,3,7,Dorchester
12410,202051693,2020-07-22,E18,0,22,3,2020,3,7,Hyde Park
12411,202051999,2020-07-23,B3,1,22,4,2020,3,7,Dorchester
12412,202052036,2020-07-23,C11,0,5,5,2020,3,7,Dorchester
12413,202051981,2020-07-23,B3,0,20,4,2020,3,7,Dorchester
12414,202051940,2020-07-22,B3,0,19,4,2020,3,7,Dorchester
12415,192091070,2019-11-10,B3,0,4,1,2019,4,11,Dorchester
12416,I182013752,2018-02-21,B3,0,15,4,2018,1,2,Dorchester
12417,192091069,2019-11-10,C11,0,3,1,2019,4,11,Dorchester
12418,I182014132,2018-02-23,B2,0,19,5,2018,1,2,Roxbury
12419,192090991,2019-11-10,B2,0,20,7,2019,4,11,Dorchester
12420,I182014126,2018-02-23,B2,0,20,5,2018,1,2,Roxbury
12421,192090795,2019-11-09,B2,0,2,7,2019,4,11,Roxbury
12422,I182014823,2018-02-25,C11,1,17,1,2018,1,2,Dorchester
12423,192091585,2019-11-12,B2,1,22,2,2019,4,11,Roxbury
12424,I182014544,2018-02-24,B3,1,13,7,2018,1,2,Dorchester
12425,192091709,2019-11-12,B3,1,13,3,2019,4,11,Dorchester
12426,I182015689,2018-02-25,C11,0,2,1,2018,1,2,Dorchester
12427,192092127,2019-11-14,B3,0,23,4,2019,4,11,Dorchester
12428,P180092478,2018-02-23,E5,0,18,6,2018,1,2,Roslindale
12429,192092452,2019-11-15,C11,0,3,6,2019,4,11,Dorchester
12430,P180095978,2018-02-26,C6,0,22,1,2018,1,2,South Boston
12431,192092449,2019-11-15,C11,0,3,6,2019,4,11,Dorchester
12432,P180095999,2018-02-26,C6,0,22,1,2018,1,2,South Boston
12433,192092418,2019-11-15,C11,0,22,5,2019,4,11,Dorchester
12434,I182015137,2018-02-26,B2,1,18,2,2018,1,2,Dorchester
12435,192093060,2019-11-17,B2,1,6,1,2019,4,11,Dorchester
12436,I182015189,2018-02-27,B2,0,21,2,2018,1,2,Roxbury
12437,192092686,2019-11-16,B3,1,19,6,2019,4,11,Dorchester
12438,I182015517,2018-02-28,C11,1,2,4,2018,1,2,Dorchester
12439,192093266,2019-11-18,C11,0,2,2,2019,4,11,Dorchester
12440,I182015508,2018-02-28,A15,0,1,4,2018,1,2,Charlestown
12441,192093217,2019-11-18,B2,0,20,1,2019,4,11,Roxbury
12442,I182015408,2018-02-27,C11,0,16,3,2018,1,2,Dorchester
12443,192093222,2019-11-18,B2,0,21,1,2019,4,11,Dorchester
12444,I182015782,2018-03-01,D14,0,21,4,2018,1,2,Allston
12445,I182017089,2018-03-06,C11,1,21,2,2018,1,3,Dorchester
12446,192093054,2019-11-17,B2,0,5,1,2019,4,11,Roxbury
12447,192093043,2019-11-17,E5,0,2,1,2019,4,11,Roslindale
12448,I182016537,2018-03-04,C11,1,19,7,2018,1,3,Dorchester
12449,192092788,2019-11-16,B2,0,5,7,2019,4,11,Roxbury
12450,I182016364,2018-03-03,A15,0,0,7,2018,1,3,Charlestown
12451,192092773,2019-11-16,B2,0,3,7,2019,4,11,Roxbury
12452,I182016381,2018-03-03,E13,0,0,7,2018,1,3,Jamaica Plain
12453,192092696,2019-11-16,B3,0,19,6,2019,4,11,Mattapan
12454,I182016327,2018-03-03,C11,0,22,6,2018,1,3,Dorchester
12455,192093472,2019-11-18,B2,1,18,2,2019,4,11,Mission Hill
12456,I182016283,2018-03-02,B3,0,18,6,2018,1,3,Dorchester
12457,192093498,2019-11-19,B2,1,20,2,2019,4,11,Roxbury
12458,I182016013,2018-03-01,B2,0,18,5,2018,1,3,Dorchester
12459,192093578,2019-11-19,C11,0,5,3,2019,4,11,Dorchester
12460,I182017388,2018-03-07,C11,0,0,4,2018,1,3,Dorchester
12461,192093572,2019-11-19,B2,0,23,2,2019,4,11,Dorchester
12462,I182017502,2018-03-07,B2,0,13,4,2018,1,3,Dorchester
12463,192093525,2019-11-19,E18,0,21,2,2019,4,11,Hyde Park
12464,P180120492,2018-03-12,E18,0,20,1,2018,1,3,Hyde Park
12465,192093879,2019-11-20,C11,0,4,4,2019,4,11,Dorchester
12466,I182018387,2018-03-10,B3,0,16,7,2018,1,3,Dorchester
12467,192093864,2019-11-20,C11,1,1,4,2019,4,11,Dorchester
12468,I182018162,2018-03-10,B3,1,21,6,2018,1,3,Dorchester
12469,192093861,2019-11-20,B2,0,0,4,2019,4,11,Roxbury
12470,I182018194,2018-03-10,B3,1,0,7,2018,1,3,Dorchester
12471,192093875,2019-11-20,B3,0,23,3,2019,4,11,Dorchester
12472,I182018658,2018-03-12,C11,0,23,1,2018,1,3,Dorchester
12473,192093791,2019-11-20,C11,0,19,3,2019,4,11,Dorchester
12474,I182018595,2018-03-11,B2,0,18,1,2018,1,3,Dorchester
12475,192093753,2019-11-19,B3,0,13,3,2019,4,11,Mattapan
12476,I182018590,2018-03-11,B2,0,18,1,2018,1,3,Roxbury
12477,192093582,2019-11-19,B2,0,3,3,2019,4,11,Roxbury
12478,I182018537,2018-03-11,B3,0,13,1,2018,1,3,Mattapan
12479,192094073,2019-11-20,B2,1,18,4,2019,4,11,Roxbury
12480,I182018424,2018-03-11,B3,0,20,7,2018,1,3,Mattapan
12481,192094133,2019-11-21,A7,0,21,4,2019,4,11,East Boston
12482,I182018411,2018-03-11,B3,0,20,7,2018,1,3,Mattapan
12483,192094709,2019-11-22,C11,1,18,6,2019,4,11,Dorchester
12484,I182018368,2018-03-10,B2,0,17,7,2018,1,3,Roxbury
12485,192095261,2019-11-25,B2,0,22,1,2019,4,11,Dorchester
12486,I182018187,2018-03-10,B3,1,23,6,2018,1,3,Dorchester
12487,192094926,2019-11-23,B2,0,17,7,2019,4,11,Roxbury
12488,I182018114,2018-03-09,B2,0,18,6,2018,1,3,Roxbury
12489,192094489,2019-11-22,B2,0,0,6,2019,4,11,Roxbury
12490,P180120641,2018-03-12,B2,0,21,1,2018,1,3,Roxbury
12491,192094311,2019-11-21,E18,1,14,5,2019,4,11,Hyde Park
12492,I182019161,2018-03-14,C11,0,23,3,2018,1,3,Dorchester
12493,192094439,2019-11-22,B3,0,19,5,2019,4,11,Dorchester
12494,I182019145,2018-03-14,B2,0,21,3,2018,1,3,Roxbury
12495,192094430,2019-11-22,B3,0,19,5,2019,4,11,Dorchester
12496,I182019123,2018-03-13,B2,0,18,3,2018,1,3,Roxbury
12497,192094429,2019-11-21,B3,0,18,5,2019,4,11,Dorchester
12498,I182019698,2018-03-16,B2,0,0,6,2018,1,3,Roxbury
12499,192094420,2019-11-22,B3,0,19,5,2019,4,11,Mattapan
12500,I182019450,2018-03-15,C11,0,3,5,2018,1,3,Dorchester
12501,192094370,2019-11-21,C11,0,16,5,2019,4,11,Dorchester
12502,P180129500,2018-03-17,B2,0,21,6,2018,1,3,Roxbury
12503,192094192,2019-11-21,D4,0,8,5,2019,4,11,Fenway
12504,I182019984,2018-03-17,B2,1,0,7,2018,1,3,Roxbury
12505,192095602,2019-11-26,B2,0,4,3,2019,4,11,Roxbury
12506,192095302,2019-11-25,B2,0,7,2,2019,4,11,Dorchester
12507,I182020479,2018-03-18,E18,0,3,1,2018,1,3,Hyde Park
12508,192096158,2019-11-28,E13,1,20,4,2019,4,11,Jamaica Plain
12509,I182020260,2018-03-18,B2,0,3,1,2018,1,3,Roxbury
12510,192096239,2019-11-28,B3,0,3,5,2019,4,11,Dorchester
12511,I182020178,2018-03-17,C6,0,19,7,2018,1,3,South Boston
12512,192095932,2019-11-27,B2,0,5,4,2019,4,11,Roxbury
12513,I182020021,2018-03-17,B3,0,4,7,2018,1,3,Dorchester
12514,192097055,2019-12-02,E18,1,20,1,2019,4,12,Mattapan
12515,I182020016,2018-03-17,C11,0,4,7,2018,1,3,Dorchester
12516,192097043,2019-12-02,C11,0,19,1,2019,4,12,Dorchester
12517,I182020434,2018-03-18,C11,0,19,1,2018,1,3,Dorchester
12518,192097038,2019-12-02,B2,0,19,1,2019,4,12,Roxbury
12519,I182020213,2018-03-18,B2,0,22,7,2018,1,3,Roxbury
12520,192096881,2019-12-01,B2,0,1,1,2019,4,12,Roxbury
12521,P180134969,2018-03-20,C6,0,20,2,2018,1,3,South Boston
12522,192096847,2019-12-01,B3,0,23,7,2019,4,11,Dorchester
12523,I182021097,2018-03-21,E13,0,0,4,2018,1,3,Jamaica Plain
12524,192097555,2019-12-04,C11,0,23,3,2019,4,12,Dorchester
12525,I182021325,2018-03-22,C11,0,20,4,2018,1,3,Dorchester
12526,192098179,2019-12-06,A7,1,2,6,2019,4,12,East Boston
12527,I182022348,2018-03-26,D14,0,21,1,2018,1,3,Brighton
12528,192098965,2019-12-09,C11,1,0,2,2019,4,12,Dorchester
12529,I182021907,2018-03-24,C11,1,2,7,2018,1,3,Dorchester
12530,192098850,2019-12-08,C11,1,15,1,2019,4,12,Dorchester
12531,I182021893,2018-03-24,E13,0,0,7,2018,1,3,Roxbury
12532,192098752,2019-12-08,B3,1,3,1,2019,4,12,Mattapan
12533,I182022094,2018-03-25,E13,1,21,7,2018,1,3,Jamaica Plain
12534,192098657,2019-12-08,B3,1,19,7,2019,4,12,Dorchester
12535,I182022061,2018-03-24,B3,0,18,7,2018,1,3,Dorchester
12536,192098490,2019-12-07,A1,1,3,7,2019,4,12,Chinatown
12537,I182021880,2018-03-24,C11,0,23,6,2018,1,3,Dorchester
12538,192098378,2019-12-07,B2,1,19,6,2019,4,12,Roxbury
12539,I182021856,2018-03-24,D4,0,20,6,2018,1,3,South End
12540,192098939,2019-12-09,B3,0,21,1,2019,4,12,Dorchester
12541,P180141390,2018-03-23,C11,0,16,6,2018,1,3,Dorchester
12542,192098864,2019-12-08,B3,0,16,1,2019,4,12,Dorchester
12543,I182022398,2018-03-26,C11,0,7,2,2018,1,3,Dorchester
12544,192098671,2019-12-08,C11,0,20,7,2019,4,12,Dorchester
12545,I182022679,2018-03-27,D14,0,2,3,2018,1,3,Brighton
12546,192098350,2019-12-06,B2,0,17,6,2019,4,12,Roxbury
12547,I182022933,2018-03-28,B2,1,21,3,2018,1,3,Roxbury
12548,192099251,2019-12-10,C11,1,22,2,2019,4,12,Dorchester
12549,I182022938,2018-03-28,C6,0,21,3,2018,1,3,South Boston
12550,190653093,2019-12-10,C6,0,5,3,2019,4,12,South Boston
12551,I182023263,2018-03-29,B3,0,1,5,2018,1,3,Dorchester
12552,190653046,2019-12-10,B3,0,3,3,2019,4,12,Dorchester
12553,I182023549,2018-03-30,C11,0,2,6,2018,1,3,Dorchester
12554,192099588,2019-12-11,C11,0,0,4,2019,4,12,Dorchester
12555,I182023510,2018-03-30,B2,0,20,5,2018,1,3,Roxbury
12556,192100190,2019-12-13,C11,1,1,6,2019,4,12,Dorchester
12557,P180155378,2018-03-31,B2,0,18,7,2018,1,3,Dorchester
12558,192100196,2019-12-13,C11,0,2,6,2019,4,12,Dorchester
12559,I182024332,2018-04-02,B3,0,2,2,2018,2,4,Dorchester
12560,192100637,2019-12-14,B2,1,13,7,2019,4,12,Roxbury
12561,I182024324,2018-04-02,B3,0,1,2,2018,2,4,Dorchester
12562,192100957,2019-12-15,B3,0,16,1,2019,4,12,Dorchester
12563,I182024295,2018-04-02,B2,0,22,1,2018,2,4,Roxbury
12564,192100806,2019-12-15,B2,0,23,7,2019,4,12,Roxbury
12565,I182024285,2018-04-02,B2,0,22,1,2018,2,4,Roxbury
12566,192100542,2019-12-14,B3,0,4,7,2019,4,12,Dorchester
12567,I182024298,2018-04-02,B3,0,21,1,2018,2,4,Dorchester
12568,192100382,2019-12-13,E5,0,16,6,2019,4,12,Roslindale
12569,I182024152,2018-04-01,C11,0,11,1,2018,2,4,Dorchester
12570,192100306,2019-12-13,B3,0,13,6,2019,4,12,Dorchester
12571,I182024110,2018-04-01,C11,0,1,1,2018,2,4,Dorchester
12572,192101364,2019-12-17,B2,1,23,2,2019,4,12,Roxbury
12573,I182023987,2018-03-31,B3,0,16,7,2018,1,3,Mattapan
12574,192101369,2019-12-17,B2,1,0,3,2019,4,12,Roxbury
12575,I182024655,2018-04-03,C11,0,2,3,2018,2,4,Dorchester
12576,192101252,2019-12-16,C11,1,17,2,2019,4,12,Dorchester
12577,I182025123,2018-04-04,B3,0,17,4,2018,2,4,Dorchester
12578,192101585,2019-12-18,B3,0,20,3,2019,4,12,Dorchester
