objectid,arrest_num,inc_num,charge_seq_num,charge_code,charge_desc,nibrs_code,nibrs_desc,arr_date,gender_desc,race_desc,ethnicity_desc,age,juvenile,hour_of_day,day_of_week,year,quarter,month,neighborhood,district
137885,20220059703,222066279,3,21314,SHOPLIFTING UNDER $50,23C,SHOPLIFITING,2022-08-30,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,33,NO,0,3,2022,3,8,Mattapan,B3
137886,20220047752,2022-8313,5,12611,OTHER,Unknown,OTHER,2022-12-27,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,23,2,2022,4,12,Unknown,MBTA
137887,20220059810,222050149,1,12315,"ASSAULT & BATTERY, DANGEROUS WEAPON (209A)",13A,AGGRAVATED ASSAULT,2022-07-07,MALE,WHITE,HISPANIC OR LATINX,36,NO,13,5,2022,3,7,East Boston,A7
137888,20220069704,222056740,2,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-07-29,MALE,WHITE,NOT HISPANIC OR LATINX,46,NO,11,6,2022,3,7,Back Bay,D4
137889,20220047804,222038571,1,41114,"TRAFFICKING; CLASS A, DRUGS 14-27 GRAMS",35A,DRUG/NARCOTIC VIOLATIONS,2022-05-28,MALE,WHITE,NOT HISPANIC OR LATINX,55,NO,9,7,2022,2,5,Roxbury,D4
137890,20220059811,222087693,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2022-11-12,MALE,WHITE,HISPANIC OR LATINX,26,NO,4,7,2022,4,11,Dorchester,C11
137891,20220070102,222065650,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2022-08-27,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,22,NO,15,7,2022,3,8,Roxbury,B2
137892,20220047804,222038571,2,41217,"POSSESSION W/I TO DISTRIBUTE, CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-05-28,MALE,WHITE,NOT HISPANIC OR LATINX,55,NO,9,7,2022,2,5,Roxbury,D4
137893,20220060203,222067238,1,21115,"UNARMED BREAKING AND ENTERING, NIGHT",220,BURGLARY/B&E,2022-09-02,FEMALE,WHITE,NOT HISPANIC OR LATINX,48,NO,23,5,2022,3,9,Dorchester,B3
137894,20220070304,212023011,1,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-08-02,MALE,WHITE,HISPANIC OR LATINX,24,NO,10,3,2022,3,8,Unknown,Unknown
137895,20220047904,212036449,1,12114,ASSAULT AND BATTERY ON A POLICE OFFICER (NO INJURIES),13A,AGGRAVATED ASSAULT,2022-05-30,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,33,NO,9,2,2022,2,5,South End,D4
137896,20220067511,222095229,1,12113,ASSAULT AND BATTERY,13A,AGGRAVATED ASSAULT,2022-12-10,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,39,NO,20,6,2022,4,12,Dorchester,C11
137897,20220070402,222065765,1,21712,POSSESSION OF COUNTERFEIT NOTES OR BANK BILLS,250,COUNTERFEITING & FORGERY,2022-08-28,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,55,NO,21,7,2022,3,8,Unknown,B2
137898,20220047911,222069611,1,12211,OTHER,Unknown,OTHER,2022-09-10,MALE,WHITE,NOT HISPANIC OR LATINX,22,NO,13,7,2022,3,9,Dorchester,C11
137899,20220067602,222063173,1,41214,"DISTRIBUTION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-08-19,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,25,NO,0,6,2022,3,8,Roxbury,B2
137900,20220070504,222058213,1,41231,"POSSESSION W/I TO DISTRIBUTE, CLASS C, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-08-02,MALE,WHITE,NOT HISPANIC OR LATINX,43,NO,12,3,2022,3,8,South Boston,C6
137901,20220047911,222069611,2,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2022-09-10,MALE,WHITE,NOT HISPANIC OR LATINX,22,NO,13,7,2022,3,9,Dorchester,C11
137902,20220070504,222058213,2,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-08-02,MALE,WHITE,NOT HISPANIC OR LATINX,43,NO,12,3,2022,3,8,South Boston,C6
137903,20220047911,222069611,3,12222,UNLAWFUL POSSESSION OF AMMUNITION,NR,OTHER PART II,2022-09-10,MALE,WHITE,NOT HISPANIC OR LATINX,22,NO,13,7,2022,3,9,Dorchester,C11
137904,20220070504,222058213,3,41314,"POSSESSION OF CLASS C, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-08-02,MALE,WHITE,NOT HISPANIC OR LATINX,43,NO,12,3,2022,3,8,South Boston,C6
137905,20220067903,222076546,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2022-10-04,FEMALE,WHITE,HISPANIC OR LATINX,42,NO,15,3,2022,4,10,Dorchester,B3
137906,20220049110,222043561,1,31112,OPERATING UNDER THE INFLUENCE OF ALCOHOL,90D,DRIVING UNDER THE INFLUENCE,2022-06-14,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,51,NO,20,2,2022,2,6,East Boston,A7
137907,20220070504,222058213,4,41316,"POSSESSION OF CLASS E, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-08-02,MALE,WHITE,NOT HISPANIC OR LATINX,43,NO,12,3,2022,3,8,South Boston,C6
137908,20220068003,202075855,1,21131,"BREAKING & ENTERING A MOTOR VEHICLE, NIGHT",23G,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,2022-10-07,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,23,NO,11,6,2022,4,10,Mattapan,B3
137909,20220049403,222055448,1,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2022-07-24,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,6,1,2022,3,7,Mattapan,B3
137910,20220070504,222058213,5,41316,"POSSESSION OF CLASS E, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-08-02,MALE,WHITE,NOT HISPANIC OR LATINX,43,NO,12,3,2022,3,8,South Boston,C6
137911,20220068003,202075855,2,21515,RECEIVING STOLEN MOTOR VEHICLE,26A,FALSE PRETENSE/SWINDLE/CONFIDENCE GAMES,2022-10-07,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,23,NO,11,6,2022,4,10,Mattapan,B3
137912,20220049411,222072044,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2022-09-19,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,16,YES,20,1,2022,3,9,Dorchester,C11
137913,20230006607,232020867,3,22113,"BUYING, RECEIVING OR CONCEALING STOLEN GOODS",280,STOLEN PROPERTY OFFENSES,2023-03-18,MALE,WHITE,HISPANIC OR LATINX,24,NO,19,7,2023,1,3,East Boston,A7
137914,20220068003,202075855,3,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2022-10-07,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,23,NO,11,6,2022,4,10,Mattapan,B3
137915,20220049411,222072044,2,21115,"UNARMED BREAKING AND ENTERING, NIGHT",220,BURGLARY/B&E,2022-09-19,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,16,YES,20,1,2022,3,9,Dorchester,C11
137916,20230006607,232020867,4,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2023-03-18,MALE,WHITE,HISPANIC OR LATINX,24,NO,19,7,2023,1,3,East Boston,A7
137917,20220068003,202075855,4,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2022-10-07,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,23,NO,11,6,2022,4,10,Mattapan,B3
137918,20230006607,232020867,5,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2023-03-18,MALE,WHITE,HISPANIC OR LATINX,24,NO,19,7,2023,1,3,East Boston,A7
137919,20220068011,222095942,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2022-12-12,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,52,NO,13,2,2022,4,12,Dorchester,C11
137920,20230006706,222092383,1,11112,MURDER,09A,MURDER/NON-NEGLIGENT MANSLAUGTER,2023-04-27,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,58,NO,17,5,2023,2,4,Roxbury,D4
137921,20220049411,222072044,3,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2022-09-19,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,16,YES,20,1,2022,3,9,Dorchester,C11
137922,20220068104,222056005,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2022-07-26,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,25,NO,4,3,2022,3,7,Back Bay,D4
137923,20230006902,192018471,1,31221,OPERATING AFTER REVOCATION OR SUSPENSION,NR,MOTOR VEHICLE VIOLATIONS,2023-01-30,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,34,NO,11,2,2023,1,1,Roxbury,B2
137924,20220049502,222045472,1,12618,PROVIDING FALSE NAME TO POLICE,26A,FALSE PRETENSE/SWINDLE/CONFIDENCE GAMES,2022-06-20,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,57,NO,11,2,2022,2,6,Roxbury,B2
137925,20220068104,222056005,2,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2022-07-26,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,25,NO,4,3,2022,3,7,Back Bay,D4
137926,20230006906,232035219,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2023-05-06,FEMALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,29,NO,19,7,2023,2,5,Unknown,C6
137927,20220049502,222045472,2,41114,"TRAFFICKING; CLASS A, DRUGS 14-27 GRAMS",35A,DRUG/NARCOTIC VIOLATIONS,2022-06-20,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,57,NO,11,2,2022,2,6,Roxbury,B2
137928,20230017211,222065515,3,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2023-03-18,MALE,WHITE,HISPANIC OR LATINX,27,NO,22,6,2023,1,3,Dorchester,C11
137929,20230006906,232035219,2,12114,ASSAULT AND BATTERY ON A POLICE OFFICER (NO INJURIES),13A,AGGRAVATED ASSAULT,2023-05-06,FEMALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,29,NO,19,7,2023,2,5,Unknown,C6
137930,20220049502,222045472,3,41214,"DISTRIBUTION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-06-20,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,57,NO,11,2,2022,2,6,Roxbury,B2
137931,20230017306,232063528,1,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2023-08-10,FEMALE,WHITE,NOT HISPANIC OR LATINX,25,NO,11,5,2023,3,8,South Boston,C6
137932,20230006906,232035219,3,12416,"PERSON, DISORDERLY",90C,DISORDERLY CONDUCT,2023-05-06,FEMALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,29,NO,19,7,2023,2,5,Unknown,C6
137933,20230017352,2023-1718,1,31112,OPERATING UNDER THE INFLUENCE OF ALCOHOL,90D,DRIVING UNDER THE INFLUENCE,2023-03-19,MALE,WHITE,NOT HISPANIC OR LATINX,75,NO,3,1,2023,1,3,Unknown,Unknown
137934,20230006907,232021567,1,22113,"BUYING, RECEIVING OR CONCEALING STOLEN GOODS",280,STOLEN PROPERTY OFFENSES,2023-03-21,MALE,WHITE,HISPANIC OR LATINX,16,YES,22,2,2023,1,3,East Boston,A7
137935,20220049502,222045472,4,41217,"POSSESSION W/I TO DISTRIBUTE, CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-06-20,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,57,NO,11,2,2022,2,6,Roxbury,B2
137936,20230017402,232020693,1,31221,OPERATING AFTER REVOCATION OR SUSPENSION,NR,MOTOR VEHICLE VIOLATIONS,2023-03-18,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,37,NO,3,7,2023,1,3,Roxbury,B2
137937,20230006907,232021567,2,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2023-03-21,MALE,WHITE,HISPANIC OR LATINX,16,YES,22,2,2023,1,3,East Boston,A7
137938,20220057410,222049091,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2022-07-02,MALE,WHITE,NOT HISPANIC OR LATINX,63,NO,16,7,2022,3,7,Chinatown,A1
137939,20230017402,232020693,2,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2023-03-18,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,37,NO,3,7,2023,1,3,Roxbury,B2
137940,20230021006,232076246,2,12421,"DISORDERLY CONDUCT, OTHER",Unknown,OTHER,2023-09-21,FEMALE,WHITE,NOT HISPANIC OR LATINX,58,NO,9,5,2023,3,9,Downtown,A1
137941,20220057410,222049091,2,12114,ASSAULT AND BATTERY ON A POLICE OFFICER (NO INJURIES),13A,AGGRAVATED ASSAULT,2022-07-02,MALE,WHITE,NOT HISPANIC OR LATINX,63,NO,16,7,2022,3,7,Chinatown,A1
137942,20230017506,232063804,1,11915,ASSAULT AND BATTERY (INJURIES),13A,AGGRAVATED ASSAULT,2023-08-11,FEMALE,WHITE,NOT HISPANIC OR LATINX,33,NO,10,6,2023,3,8,South Boston,C6
137943,20230021218,232064660,1,51311,DRINKING ALCOHOLIC BEVERAGES IN PUBLIC,90Z,ALL OTHER OFFENSES,2023-08-14,MALE,WHITE,HISPANIC OR LATINX,38,NO,22,1,2023,3,8,Dorchester,B3
137944,20220057810,222049250,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2022-07-03,FEMALE,WHITE,HISPANIC OR LATINX,20,NO,10,1,2022,3,7,East Boston,A7
137945,20230017506,232063804,2,21129,TRESPASSING,90J,TRESSPASSING,2023-08-11,FEMALE,WHITE,NOT HISPANIC OR LATINX,33,NO,10,6,2023,3,8,South Boston,C6
137946,20230021503,232024385,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2023-03-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,30,NO,18,4,2023,1,3,Dorchester,B3
137947,20220057903,222063940,1,11912,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2022-08-24,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,22,NO,13,4,2022,3,8,Dorchester,C11
137948,20230017506,232063804,3,22113,"BUYING, RECEIVING OR CONCEALING STOLEN GOODS",280,STOLEN PROPERTY OFFENSES,2023-08-11,FEMALE,WHITE,NOT HISPANIC OR LATINX,33,NO,10,6,2023,3,8,South Boston,C6
137949,20220057903,222063940,2,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2022-08-24,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,22,NO,13,4,2022,3,8,Dorchester,C11
137950,20230017506,232063804,4,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2023-08-11,FEMALE,WHITE,NOT HISPANIC OR LATINX,33,NO,10,6,2023,3,8,South Boston,C6
137951,20220057903,222063940,3,12219,FIREARM DISCHARGED WITHIN 500 FT. OF DWELLING,520,WEAPON LAW VIOLATIONS,2022-08-24,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,22,NO,13,4,2022,3,8,Dorchester,C11
137952,20230021511,232029096,1,21122,BREAKING AND ENTERING A BUILDING OR SHIP; INTENT TO COMMIT A FELONY,220,BURGLARY/B&E,2023-04-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,57,NO,3,7,2023,2,4,Dorchester,C11
137953,20230017507,232052371,1,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2023-07-06,MALE,WHITE,NOT HISPANIC OR LATINX,40,NO,22,4,2023,3,7,East Boston,A7
137954,20220057903,222063940,4,12222,UNLAWFUL POSSESSION OF AMMUNITION,NR,OTHER PART II,2022-08-24,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,22,NO,13,4,2022,3,8,Dorchester,C11
137955,20230021511,232029096,2,21133,POSS OF BURGLARIOUS TOOLS,90Z,ALL OTHER OFFENSES,2023-04-15,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,57,NO,3,7,2023,2,4,Dorchester,C11
137956,20230013714,232047819,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2023-06-18,MALE,ASIAN,NOT HISPANIC OR LATINX,32,NO,1,1,2023,2,6,Allston,D14
137957,20220057911,222003122,1,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2022-11-02,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,30,NO,0,4,2022,4,11,Dorchester,C11
137958,20230021602,232024122,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2023-03-28,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,30,NO,18,3,2023,1,3,Roxbury,B2
137959,20230013718,232039253,1,31215,OPERATING UNREGISTERED MOTOR VEHICLE,NR,MOTOR VEHICLE VIOLATIONS,2023-05-20,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,29,NO,20,6,2023,2,5,Mattapan,B3
137960,20220058102,222053831,1,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2022-07-18,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,34,NO,19,2,2022,3,7,Dorchester,B2
137961,20230021602,232024122,2,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2023-03-28,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,30,NO,18,3,2023,1,3,Roxbury,B2
137962,20230013718,232039253,2,41131,"TRAFFICKING; CLASS B, DRUGS 28-99 GRAMS",35A,DRUG/NARCOTIC VIOLATIONS,2023-05-20,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,29,NO,20,6,2023,2,5,Mattapan,B3
137963,20220058102,222053831,2,41114,"TRAFFICKING; CLASS A, DRUGS 14-27 GRAMS",35A,DRUG/NARCOTIC VIOLATIONS,2022-07-18,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,34,NO,19,2,2022,3,7,Dorchester,B2
137964,20230013804,222012218,1,21412,LARCENY OF AUTO ACC. OVER $250,23G,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,2023-02-24,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,31,NO,13,6,2023,1,2,Roxbury,D4
137965,20220058303,222065115,1,12211,OTHER,Unknown,OTHER,2022-08-25,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,23,NO,19,5,2022,3,8,Dorchester,B3
137966,20230013804,222012218,2,21426,LARCENY $50 TO $250,23H,ALL OTHER LARCENY,2023-02-24,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,31,NO,13,6,2023,1,2,Roxbury,D4
137967,20230021604,232021622,1,11911,OTHER,Unknown,OTHER,2023-03-21,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,52,NO,8,3,2023,1,3,South Boston,C6
137968,20220058303,222065115,2,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2022-08-25,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,23,NO,19,5,2022,3,8,Dorchester,B3
137969,20230013906,232056974,1,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2023-07-19,FEMALE,WHITE,HISPANIC OR LATINX,34,NO,10,4,2023,3,7,South Boston,C6
137970,20230021604,232021622,2,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2023-03-21,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,52,NO,8,3,2023,1,3,South Boston,C6
137971,20220058303,222065115,3,12222,UNLAWFUL POSSESSION OF AMMUNITION,NR,OTHER PART II,2022-08-25,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,23,NO,19,5,2022,3,8,Dorchester,B3
137972,20230014003,232016242,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2023-03-02,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,2,5,2023,1,3,Dorchester,B3
137973,20230021604,232021622,3,11915,ASSAULT AND BATTERY (INJURIES),13A,AGGRAVATED ASSAULT,2023-03-21,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,52,NO,8,3,2023,1,3,South Boston,C6
137974,20220058403,222065220,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2022-08-26,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,64,NO,7,6,2022,3,8,Dorchester,B3
137975,20230014011,232016834,1,12312,VIOLATION OF AN EXISTING RESTRAINING ORDER,90Z,ALL OTHER OFFENSES,2023-03-04,MALE,WHITE,NOT HISPANIC OR LATINX,54,NO,20,6,2023,1,3,Unknown,Unknown
137976,20230015313,232053653,2,21312,SHOPLIFTING - $200&OVER,23C,SHOPLIFITING,2023-07-08,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,34,NO,9,7,2023,3,7,Roxbury,E13
137977,20220058410,222049441,1,11614,INDECENT A&B ON A PERSON WHO HAS ATTAINED 14,13A,AGGRAVATED ASSAULT,2022-07-04,FEMALE,WHITE,HISPANIC OR LATINX,28,NO,0,2,2022,3,7,West End,A1
137978,20230014011,232016834,2,12312,VIOLATION OF AN EXISTING RESTRAINING ORDER,90Z,ALL OTHER OFFENSES,2023-03-04,MALE,WHITE,NOT HISPANIC OR LATINX,54,NO,20,6,2023,1,3,Unknown,Unknown
137979,20230015402,232018296,1,12311,OTHER,Unknown,OTHER,2023-03-09,MALE,WHITE,HISPANIC OR LATINX,41,NO,13,5,2023,1,3,Roxbury,B2
137980,20230014207,232043918,1,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2023-06-05,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,47,NO,23,1,2023,2,6,East Boston,A7
137981,20230015402,232018296,2,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2023-03-09,MALE,WHITE,HISPANIC OR LATINX,41,NO,13,5,2023,1,3,Roxbury,B2
137982,20220058504,222047361,1,12114,ASSAULT AND BATTERY ON A POLICE OFFICER (NO INJURIES),13A,AGGRAVATED ASSAULT,2022-06-27,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,15,YES,20,1,2022,2,6,Unknown,Unknown
137983,20220070411,222014846,7,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2022-12-21,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,46,NO,11,4,2022,4,12,Dorchester,C11
137984,20230015411,232018496,1,11916,ASSAULT BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2023-03-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,30,NO,8,6,2023,1,3,Dorchester,C11
137985,20220058504,222047361,2,12421,"DISORDERLY CONDUCT, OTHER",Unknown,OTHER,2022-06-27,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,15,YES,20,1,2022,2,6,Unknown,Unknown
137986,20220070411,222014846,8,41221,"DISTRIBUTION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-12-21,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,46,NO,11,4,2022,4,12,Dorchester,C11
137987,20230015411,232018496,2,11918,ASSAULT BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2023-03-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,30,NO,8,6,2023,1,3,Dorchester,C11
137988,20220058703,222065611,1,31221,OPERATING AFTER REVOCATION OR SUSPENSION,NR,MOTOR VEHICLE VIOLATIONS,2022-08-27,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,28,NO,11,7,2022,3,8,Dorchester,B3
137989,20220070411,222014846,9,41516,CONSPIRACY TO VIOLATE DRUG LAWS,90Z,ALL OTHER OFFENSES,2022-12-21,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,46,NO,11,4,2022,4,12,Dorchester,C11
137990,20230015504,232016113,1,21712,POSSESSION OF COUNTERFEIT NOTES OR BANK BILLS,250,COUNTERFEITING & FORGERY,2023-03-01,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,21,NO,16,4,2023,1,3,Back Bay,D4
137991,20220058811,222086359,1,11614,INDECENT A&B ON A PERSON WHO HAS ATTAINED 14,13A,AGGRAVATED ASSAULT,2022-11-07,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,24,NO,18,2,2022,4,11,Dorchester,C11
137992,20220070710,222057244,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2022-07-30,FEMALE,WHITE,NOT HISPANIC OR LATINX,31,NO,2,7,2022,3,7,Bay Village,A1
137993,20230015506,232060410,1,31214,OPERATING M/V WITHOUT A LICENSE,NR,MOTOR VEHICLE VIOLATIONS,2023-07-31,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,18,YES,20,1,2023,3,7,Dorchester,C6
137994,20220058910,222049664,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2022-07-05,MALE,WHITE,HISPANIC OR LATINX,29,NO,23,2,2022,3,7,East Boston,A7
137995,20220070804,222058399,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2022-08-03,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,34,NO,22,3,2022,3,8,South End,D4
