objectid,arrest_num,inc_num,charge_seq_num,charge_code,charge_desc,nibrs_code,nibrs_desc,arr_date,gender_desc,race_desc,ethnicity_desc,age,juvenile,hour_of_day,day_of_week,year,quarter,month,neighborhood,district
137770,20230007404,232008801,1,21313,SHOPLIFTING - $50 TO $200,23C,SHOPLIFITING,2023-02-02,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,17,YES,16,5,2023,1,2,South End,D4
137771,20230006607,232020867,1,11212,KIDNAPPING,100,KIDNAPPING/ABDUCTION,2023-03-18,MALE,WHITE,HISPANIC OR LATINX,24,NO,19,7,2023,1,3,East Boston,A7
137772,20230022104,232021863,4,12114,ASSAULT AND BATTERY ON A POLICE OFFICER (NO INJURIES),13A,AGGRAVATED ASSAULT,2023-03-22,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,21,3,2023,1,3,South End,D4
137773,20230007404,232008801,2,21515,RECEIVING STOLEN MOTOR VEHICLE,26A,FALSE PRETENSE/SWINDLE/CONFIDENCE GAMES,2023-02-02,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,17,YES,16,5,2023,1,2,South End,D4
137774,20230006607,232020867,2,12711,ASSAULT & BATTERY (209A) FELONY SECTION,13A,AGGRAVATED ASSAULT,2023-03-18,MALE,WHITE,HISPANIC OR LATINX,24,NO,19,7,2023,1,3,East Boston,A7
137775,20230022104,232021863,5,12211,OTHER,Unknown,OTHER,2023-03-22,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,21,3,2023,1,3,South End,D4
137776,20230007518,232018923,1,31221,OPERATING AFTER REVOCATION OR SUSPENSION,NR,MOTOR VEHICLE VIOLATIONS,2023-03-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,29,NO,17,7,2023,1,3,Hyde Park,E18
137777,20220067310,222055514,1,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2022-07-24,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,19,NO,13,1,2022,3,7,Downtown,A1
137778,20230022104,232021863,6,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2023-03-22,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,21,3,2023,1,3,South End,D4
137779,20230007518,232018923,2,31221,OPERATING AFTER REVOCATION OR SUSPENSION,NR,MOTOR VEHICLE VIOLATIONS,2023-03-11,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,29,NO,17,7,2023,1,3,Hyde Park,E18
137780,20220067503,222075855,1,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2022-10-02,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,45,NO,3,1,2022,4,10,Dorchester,B3
137781,20230022104,232021863,7,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2023-03-22,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,21,3,2023,1,3,South End,D4
137782,20230007521,232103305,1,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2023-12-20,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,61,NO,19,3,2023,4,12,Unknown,Unknown
137783,20220067510,222055559,1,41221,"DISTRIBUTION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-07-24,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,29,NO,18,1,2022,3,7,Downtown,A1
137784,20230007552,2023-791,1,21129,TRESPASSING,90J,TRESSPASSING,2023-02-08,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,16,YES,16,4,2023,1,2,Unknown,Unknown
137785,20220067510,222055559,2,41224,"POSSESSION W/I TO DISTRIBUTE, CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-07-24,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,29,NO,18,1,2022,3,7,Downtown,A1
137786,20230007652,2023-793,1,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2023-02-08,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,15,YES,16,4,2023,1,2,Unknown,Unknown
137787,20220074004,222061090,3,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-08-12,MALE,WHITE,NOT HISPANIC OR LATINX,56,NO,11,6,2022,3,8,South End,D4
137788,20220067603,222076217,1,11916,ASSAULT BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2022-10-03,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,27,NO,12,2,2022,4,10,Dorchester,B3
137789,20230007702,232008872,1,12611,OTHER,Unknown,OTHER,2023-02-03,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,42,NO,20,5,2023,1,2,Roxbury,B2
137790,20220074203,222083784,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2022-10-30,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,11,1,2022,4,10,Mattapan,B3
137791,20220067603,222076217,2,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2022-10-03,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,27,NO,12,2,2022,4,10,Dorchester,B3
137792,20230007705,232041925,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2023-05-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,24,NO,1,2,2023,2,5,Roslindale,E5
137793,20220074310,222059311,1,11912,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2022-08-06,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,25,NO,6,7,2022,3,8,East Boston,A7
137794,20220067603,222076217,3,12222,UNLAWFUL POSSESSION OF AMMUNITION,NR,OTHER PART II,2022-10-03,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,27,NO,12,2,2022,4,10,Dorchester,B3
137795,20230005806,232024655,2,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2023-03-30,FEMALE,WHITE,HISPANIC OR LATINX,21,NO,18,5,2023,1,3,Back Bay,D4
137796,20220074310,222059311,2,11916,ASSAULT BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2022-08-06,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,25,NO,6,7,2022,3,8,East Boston,A7
137797,20220067904,222055792,1,21115,"UNARMED BREAKING AND ENTERING, NIGHT",220,BURGLARY/B&E,2022-07-25,MALE,WHITE,NOT HISPANIC OR LATINX,58,NO,13,2,2022,3,7,South Boston,C6
137798,20230005918,232013692,1,12611,OTHER,Unknown,OTHER,2023-02-20,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,26,NO,12,2,2023,1,2,Hyde Park,E18
137799,20220074404,222061326,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2022-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,31,NO,22,6,2022,3,8,Fenway,D4
137800,20230005920,232003148,1,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2023-12-07,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,34,NO,1,5,2023,4,12,South Boston,C6
137801,20220074404,222061326,2,12111,OTHER,Unknown,OTHER,2022-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,31,NO,22,6,2022,3,8,Fenway,D4
137802,20230005920,232003148,2,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2023-12-07,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,34,NO,1,5,2023,4,12,South Boston,C6
137803,20220067904,222055792,2,21116,DWELLING HOUSE; DAY BREAKING AND ENTERING,220,BURGLARY/B&E,2022-07-25,MALE,WHITE,NOT HISPANIC OR LATINX,58,NO,13,2,2022,3,7,South Boston,C6
137804,20220074404,222061326,3,12114,ASSAULT AND BATTERY ON A POLICE OFFICER (NO INJURIES),13A,AGGRAVATED ASSAULT,2022-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,31,NO,22,6,2022,3,8,Fenway,D4
137805,20230006021,222092906,1,12212,DANGEROUS WEAPONS UNLAWFULLY CARRIED,520,WEAPON LAW VIOLATIONS,2023-12-16,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,22,6,2023,4,12,Roxbury,B2
137806,20220067904,222055792,3,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2022-07-25,MALE,WHITE,NOT HISPANIC OR LATINX,58,NO,13,2,2022,3,7,South Boston,C6
137807,20220074404,222061326,4,12416,"PERSON, DISORDERLY",90C,DISORDERLY CONDUCT,2022-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,31,NO,22,6,2022,3,8,Fenway,D4
137808,20230006021,222092906,2,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2023-12-16,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,22,6,2023,4,12,Roxbury,B2
137809,20230011704,222095579,2,11911,OTHER,Unknown,OTHER,2023-02-17,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,14,6,2023,1,2,Roxbury,B2
137810,20220074404,222061326,5,21129,TRESPASSING,90J,TRESSPASSING,2022-08-13,MALE,WHITE,NOT HISPANIC OR LATINX,31,NO,22,6,2022,3,8,Fenway,D4
137811,20230006203,232007955,1,11911,OTHER,Unknown,OTHER,2023-01-30,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,42,NO,18,2,2023,1,1,Dorchester,B3
137812,20230011704,222095579,3,11916,ASSAULT BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2023-02-17,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,14,6,2023,1,2,Roxbury,B2
137813,20220074510,222059311,1,11912,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON (GUN),13A,AGGRAVATED ASSAULT,2022-08-06,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,30,NO,7,7,2022,3,8,East Boston,A7
137814,20230006203,232007955,2,11923,ASSAULT AND BATTERY ON A POLICE OFFICER (INJURIES),13A,AGGRAVATED ASSAULT,2023-01-30,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,42,NO,18,2,2023,1,1,Dorchester,B3
137815,20230011805,232065863,1,21312,SHOPLIFTING - $200&OVER,23C,SHOPLIFITING,2023-08-17,FEMALE,WHITE,NOT HISPANIC OR LATINX,39,NO,16,5,2023,3,8,West Roxbury,E5
137816,20230007720,232103855,3,21418,LARCENY,23D,THEFT FROM BUILDING,2023-12-21,MALE,WHITE,NOT HISPANIC OR LATINX,35,NO,13,5,2023,4,12,Fenway,D4
137817,20230011810,232009919,1,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2023-02-07,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,35,NO,20,2,2023,1,2,Chinatown,A1
137818,20230007720,232103855,4,22113,"BUYING, RECEIVING OR CONCEALING STOLEN GOODS",280,STOLEN PROPERTY OFFENSES,2023-12-21,MALE,WHITE,NOT HISPANIC OR LATINX,35,NO,13,5,2023,4,12,Fenway,D4
137819,20230011906,232052752,1,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2023-07-05,FEMALE,WHITE,NOT HISPANIC OR LATINX,33,NO,10,4,2023,3,7,Unknown,Unknown
137820,20230006203,232007955,3,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2023-01-30,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,42,NO,18,2,2023,1,1,Dorchester,B3
137821,20230007752,2023-815,1,21123,"BREAKING & ENTERING, NON-RES, DAY",220,BURGLARY/B&E,2023-02-09,MALE,WHITE,HISPANIC OR LATINX,58,NO,8,5,2023,1,2,Unknown,Unknown
137822,20230011918,232033562,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2023-05-01,MALE,WHITE,HISPANIC OR LATINX,26,NO,16,2,2023,2,5,Hyde Park,E18
137823,20230006203,232007955,4,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2023-01-30,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,42,NO,18,2,2023,1,1,Dorchester,B3
137824,20230007820,232104178,1,12611,OTHER,Unknown,OTHER,2023-12-22,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,38,NO,14,6,2023,4,12,Dorchester,C6
137825,20230012013,232043073,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2023-06-02,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,22,NO,21,5,2023,2,6,Jamaica Plain,E13
137826,20220047910,222042970,2,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2022-06-12,MALE,WHITE,NOT HISPANIC OR LATINX,40,NO,0,1,2022,2,6,East Boston,A7
137827,20230007820,232104178,2,21312,SHOPLIFTING - $200&OVER,23C,SHOPLIFITING,2023-12-22,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,38,NO,14,6,2023,4,12,Dorchester,C6
137828,20230012013,232043073,2,21129,TRESPASSING,90J,TRESSPASSING,2023-06-02,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,22,NO,21,5,2023,2,6,Jamaica Plain,E13
137829,20220048204,212002878,1,11911,OTHER,Unknown,OTHER,2022-05-30,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,19,2,2022,2,5,Back Bay,D4
137830,20230007914,232028655,1,12212,DANGEROUS WEAPONS UNLAWFULLY CARRIED,520,WEAPON LAW VIOLATIONS,2023-04-13,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,25,NO,18,5,2023,2,4,Brighton,D14
137831,20230012106,232052990,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2023-07-06,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,14,YES,23,4,2023,3,7,South Boston,C6
137832,20220048204,212002878,2,11928,ASSAULT AND BATTERY ON AN EMERGENCY MEDICAL TECHNICIAN,13A,AGGRAVATED ASSAULT,2022-05-30,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,19,2,2022,2,5,Back Bay,D4
137833,20230007920,232104241,1,12611,OTHER,Unknown,OTHER,2023-12-22,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,43,NO,17,6,2023,4,12,Roxbury,B2
137834,20220048204,212002878,3,12416,"PERSON, DISORDERLY",90C,DISORDERLY CONDUCT,2022-05-30,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,19,2,2022,2,5,Back Bay,D4
137835,20230007920,232104241,2,21511,OTHER,Unknown,OTHER,2023-12-22,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,43,NO,17,6,2023,4,12,Roxbury,B2
137836,20220048204,212002878,4,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-05-30,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,19,2,2022,2,5,Back Bay,D4
137837,20230008004,232009347,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2023-02-05,MALE,WHITE,NOT HISPANIC OR LATINX,34,NO,20,7,2023,1,2,South End,D4
137838,20220048204,212002878,5,41314,"POSSESSION OF CLASS C, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-05-30,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,19,2,2022,2,5,Back Bay,D4
137839,20230008004,232009347,2,21122,BREAKING AND ENTERING A BUILDING OR SHIP; INTENT TO COMMIT A FELONY,220,BURGLARY/B&E,2023-02-05,MALE,WHITE,NOT HISPANIC OR LATINX,34,NO,20,7,2023,1,2,South End,D4
137840,20220048410,222043201,1,31221,OPERATING AFTER REVOCATION OR SUSPENSION,NR,MOTOR VEHICLE VIOLATIONS,2022-06-13,MALE,WHITE,HISPANIC OR LATINX,42,NO,21,1,2022,2,6,East Boston,A7
137841,20220070210,222056924,1,41224,"POSSESSION W/I TO DISTRIBUTE, CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-07-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,51,NO,1,6,2022,3,7,Chinatown,A1
137842,20220048804,222039391,1,41221,"DISTRIBUTION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-05-31,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,49,NO,11,3,2022,2,5,South Boston,C6
137843,20220070210,222056924,2,41224,"POSSESSION W/I TO DISTRIBUTE, CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-07-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,51,NO,1,6,2022,3,7,Chinatown,A1
137844,20220049102,222045154,1,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2022-06-19,FEMALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,33,NO,1,1,2022,2,6,Roxbury,B2
137845,20220070210,222056924,3,41224,"POSSESSION W/I TO DISTRIBUTE, CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-07-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,51,NO,1,6,2022,3,7,Chinatown,A1
137846,20220049102,222045154,2,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2022-06-19,FEMALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,33,NO,1,1,2022,2,6,Roxbury,B2
137847,20220070210,222056924,4,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-07-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,51,NO,1,6,2022,3,7,Chinatown,A1
137848,20230015214,232054597,2,22113,"BUYING, RECEIVING OR CONCEALING STOLEN GOODS",280,STOLEN PROPERTY OFFENSES,2023-07-11,MALE,WHITE,NOT HISPANIC OR LATINX,41,NO,15,3,2023,3,7,Unknown,Unknown
137849,20220070411,222014846,1,21311,OTHER,Unknown,OTHER,2022-12-21,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,46,NO,11,4,2022,4,12,Dorchester,C11
137850,20220070411,222014846,2,21311,OTHER,Unknown,OTHER,2022-12-21,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,46,NO,11,4,2022,4,12,Dorchester,C11
137851,20230012106,232052990,2,21115,"UNARMED BREAKING AND ENTERING, NIGHT",220,BURGLARY/B&E,2023-07-06,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,14,YES,23,4,2023,3,7,South Boston,C6
137852,20230015413,232053706,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2023-07-08,MALE,BLACK OR AFRICAN AMERICAN,HISPANIC OR LATINX,51,NO,13,7,2023,3,7,Jamaica Plain,E13
137853,20220070411,222014846,3,21311,OTHER,Unknown,OTHER,2022-12-21,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,46,NO,11,4,2022,4,12,Dorchester,C11
137854,20220062811,22090341,3,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-11-21,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,37,NO,17,2,2022,4,11,Dorchester,C11
137855,20230015502,232018489,1,81111,CRIMINAL INQUIRY ONLY,Unknown,OTHER,2023-03-10,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,45,NO,6,6,2023,1,3,Roxbury,B2
137856,20220070411,222014846,4,21311,OTHER,Unknown,OTHER,2022-12-21,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,46,NO,11,4,2022,4,12,Dorchester,C11
137857,20220063102,222058439,1,11712,SEX FOR A FEE (PROSTITUTE),40A,PROSTITUTION OFFENSES,2022-08-03,MALE,WHITE,HISPANIC OR LATINX,43,NO,22,3,2022,3,8,Roxbury,B2
137858,20230015603,222021576,1,12611,OTHER,Unknown,OTHER,2023-03-09,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,35,NO,8,5,2023,1,3,Mattapan,B3
137859,20220070411,222014846,5,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2022-12-21,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,46,NO,11,4,2022,4,12,Dorchester,C11
137860,20220063102,222058439,2,12311,OTHER,Unknown,OTHER,2022-08-03,MALE,WHITE,HISPANIC OR LATINX,43,NO,22,3,2022,3,8,Roxbury,B2
137861,20230015605,232091722,1,11812,UNARMED ROBBERY,Unknown,OTHER,2023-11-15,MALE,WHITE,HISPANIC OR LATINX,17,YES,13,4,2023,4,11,West Roxbury,E5
137862,20220070411,222014846,6,22211,OTHER,Unknown,OTHER,2022-12-21,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,46,NO,11,4,2022,4,12,Dorchester,C11
137863,20220063402,222058883,1,21515,RECEIVING STOLEN MOTOR VEHICLE,26A,FALSE PRETENSE/SWINDLE/CONFIDENCE GAMES,2022-08-04,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,14,5,2022,3,8,Roxbury,B2
137864,20230015605,232091722,2,21122,BREAKING AND ENTERING A BUILDING OR SHIP; INTENT TO COMMIT A FELONY,220,BURGLARY/B&E,2023-11-15,MALE,WHITE,HISPANIC OR LATINX,17,YES,13,4,2023,4,11,West Roxbury,E5
137865,20220059004,222047644,3,41114,"TRAFFICKING; CLASS A, DRUGS 14-27 GRAMS",35A,DRUG/NARCOTIC VIOLATIONS,2022-06-28,MALE,WHITE,NOT HISPANIC OR LATINX,33,NO,20,2,2022,2,6,South Boston,C6
137866,20220063402,222058883,2,41224,"POSSESSION W/I TO DISTRIBUTE, CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-08-04,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,14,5,2022,3,8,Roxbury,B2
137867,20230015605,232091722,3,21122,BREAKING AND ENTERING A BUILDING OR SHIP; INTENT TO COMMIT A FELONY,220,BURGLARY/B&E,2023-11-15,MALE,WHITE,HISPANIC OR LATINX,17,YES,13,4,2023,4,11,West Roxbury,E5
137868,20220063402,222058883,3,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-08-04,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,14,5,2022,3,8,Roxbury,B2
137869,20230015614,232056364,1,12312,VIOLATION OF AN EXISTING RESTRAINING ORDER,90Z,ALL OTHER OFFENSES,2023-07-17,MALE,WHITE,NOT HISPANIC OR LATINX,59,NO,13,2,2023,3,7,Brighton,D14
137870,20220063402,222058883,4,41313,"POSSESSION OF CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-08-04,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,26,NO,14,5,2022,3,8,Roxbury,B2
137871,20220059004,222047644,4,41211,OTHER,Unknown,OTHER,2022-06-28,MALE,WHITE,NOT HISPANIC OR LATINX,33,NO,20,2,2022,2,6,South Boston,C6
137872,20230015652,2023-1510,1,11814,ARMED ROBBERY,120,ROBBERY,2023-03-09,FEMALE,WHITE,NOT HISPANIC OR LATINX,45,NO,16,5,2023,1,3,Unknown,Unknown
137873,20220063511,222091456,1,12311,OTHER,Unknown,OTHER,2022-11-26,FEMALE,WHITE,HISPANIC OR LATINX,38,NO,15,7,2022,4,11,Dorchester,C11
137874,20220059004,222047644,5,41224,"POSSESSION W/I TO DISTRIBUTE, CLASS B, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-06-28,MALE,WHITE,NOT HISPANIC OR LATINX,33,NO,20,2,2022,2,6,South Boston,C6
137875,20230015652,2023-1510,2,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2023-03-09,FEMALE,WHITE,NOT HISPANIC OR LATINX,45,NO,16,5,2023,1,3,Unknown,Unknown
137876,20220063610,222053303,1,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2022-07-17,MALE,WHITE,NOT HISPANIC OR LATINX,22,NO,23,7,2022,3,7,Charlestown,A15
137877,20220059004,222047644,6,41241,"DISTRIBUTION OF CLASS E, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2022-06-28,MALE,WHITE,NOT HISPANIC OR LATINX,33,NO,20,2,2022,2,6,South Boston,C6
137878,20220047752,2022-8313,2,11914,ASSAULT AND BATTERY BY MEANS OF A DANGEROUS WEAPON,13A,AGGRAVATED ASSAULT,2022-12-27,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,23,2,2022,4,12,Unknown,MBTA
137879,20220063611,182029651,1,12313,ASSAULT (209A),13B,SIMPLE ASSAULT,2022-11-27,MALE,WHITE,HISPANIC OR LATINX,23,NO,19,7,2022,4,11,Dorchester,C11
137880,20220059703,222066279,1,11929,RESISTING ARREST,90C,DISORDERLY CONDUCT,2022-08-30,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,33,NO,0,3,2022,3,8,Mattapan,B3
137881,20220047752,2022-8313,3,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2022-12-27,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,23,2,2022,4,12,Unknown,MBTA
137882,20220069704,222056740,1,21425,LARCENY OVER $250,23H,ALL OTHER LARCENY,2022-07-29,MALE,WHITE,NOT HISPANIC OR LATINX,46,NO,11,6,2022,3,7,Back Bay,D4
137883,20220059703,222066279,2,12114,ASSAULT AND BATTERY ON A POLICE OFFICER (NO INJURIES),13A,AGGRAVATED ASSAULT,2022-08-30,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,33,NO,0,3,2022,3,8,Mattapan,B3
137884,20220047752,2022-8313,4,12113,ASSAULT AND BATTERY,13A,AGGRAVATED ASSAULT,2022-12-27,MALE,WHITE,NOT HISPANIC OR LATINX,39,NO,23,2,2022,4,12,Unknown,MBTA
